id,page,bbox,text_length,text,aurora,OSDG,combined,sentiment
95,page 2 of ../pdf/orsted.pdf,"(722.9722900390625, 285.2291259765625, 813.392333984375, 337.0841064453125)",21,Emissions mainly come  from fuel used for the ves- sels we charter during op- eration and maintenance  of offshore wind farms. ,,,,0.0
97,page 2 of ../pdf/orsted.pdf,"(837.2125854492188, 285.2291259765625, 1052.154296875, 337.0841064453125)",51,"Some emissions, e.g. from company cars, result directly from  our daily business administration (scope 1). The majority is in- directly linked to our activities, such as the emissions from the  production of the energy we buy for our own consumption  (scope 2), and the goods and services we buy (scope 3). ",,,,0.2732
101,page 2 of ../pdf/orsted.pdf,"(652.111572265625, 103.94375610351562, 1015.2637329101562, 167.69967651367188)",39,A world that runs entirely on green energy starts with ourselves.  We work every day to decarbonise our own operations and  energy generation (scopes 1 and 2) and to reach carbon  neutrality in our total carbon footprint (scopes 1-3). ,['SDG_12'],,['SDG_12'],0.5896
109,page 2 of ../pdf/orsted.pdf,"(651.968505859375, 675.925537109375, 805.482666015625, 734.4935302734375)",24,"   Scopes 1 and 2: Direct emissions from  our energy generation, operations,  and administration (scope 1); and  indirect emissions from our energy  consumption (scope 2). ",,,,0.4939
114,page 3 of ../pdf/orsted.pdf,"(39.685001373291016, 248.37413024902344, 196.55543518066406, 318.8861389160156)",39,"In a year marked by crisis, 2020 has  reminded us how forces beyond our  immediate control can profoundly shape  and impact our lives. It has reinforced the  urgency to change the way we treat our  planet – our home.  ",,,,-0.34
115,page 3 of ../pdf/orsted.pdf,"(39.685001373291016, 332.3741149902344, 196.12501525878906, 450.8861389160156)",65,"2020 will be remembered first and  foremost for the COVID-19 pandemic.  In the space of one year, more than  80 million people were infected by the  virus, almost two million lost their lives,  and more than 100 million people were  pushed into extreme poverty. There was  scarcely an economy or a community in  the world that was not impacted by the  virus in some way. ","['SDG_1', 'SDG_3']",['SDG_3'],"['SDG_1', 'SDG_3']",-0.8194
116,page 3 of ../pdf/orsted.pdf,"(39.68499755859375, 464.3741149902344, 196.51539611816406, 690.8861083984375)",128,"Climate change also impacts many lives  as it continues to pressure our global  ecosystems and threatens to fundamen- tally change the conditions for life on our  planet. 2020 became yet another year in  recent history marked by the increased  frequency and severity of extreme  weather events. We saw the area cov- ered by artic sea ice reach a historic low.  We saw record-breaking wildfires rage  through Australia and the West Coast  of the United States. We saw unusually  heavy monsoon flooding ruin millions of  homes in India and South and East Asia.  According to the UN’s ‘United in Science  2020’ report, the concentration of green- house gasses in the atmosphere reached  record levels in 2020, and the world is set  to see its warmest five years on record. ","['SDG_13', 'SDG_14']",['SDG_13'],"['SDG_13', 'SDG_14']",-0.7351
117,page 3 of ../pdf/orsted.pdf,"(39.68499755859375, 704.3741455078125, 198.30023193359375, 798.8861083984375)",47,"The need to build a more sustainable  world has never been greater. To avoid  catastrophic and irreversible consequenc- es of climate change, science tells us that  global warming must be limited to 1.5 °C  above pre-industrial levels. This requires  the world to reach net-zero emissions by  2050.  ","['SDG_9', 'SDG_13']",,"['SDG_13', 'SDG_9']",-0.8181
118,page 3 of ../pdf/orsted.pdf,"(994.0156860351562, 104.37413024902344, 1152.7655029296875, 270.8861389160156)",91,"We were also happy to see the increasing  number of companies joining the Science  Based Targets initiative (SBTi) to take sci- ence-based action to reduce their emis- sions. Over the course of 2020, more than  365 businesses joined SBTi, and more  than 1,000 companies now work with the  initiative to reduce their emissions. These  companies are setting emission reduction  targets in line with what is necessary to  meet the goals of the Paris Agreement,  and, together, they represent an inspiring  global movement, making up 20 % of the  Global Fortune 500.  ",,,,0.875
119,page 3 of ../pdf/orsted.pdf,"(994.0156860351562, 283.90252685546875, 1151.9337158203125, 402.8861389160156)",67,"The need to propel action with policy By the end of the year, it was reassuring  to learn from the ’Climate Action Tracker’  that with the new governmental carbon  emission reduction targets, the goals  of the Paris Agreement are now within  reach. However, to limit global warming  to 1.5 °C, more commitments are needed,  and they must be followed up with deci- sive action across our society.  ",['SDG_13'],,['SDG_13'],0.8122
120,page 3 of ../pdf/orsted.pdf,"(994.0156860351562, 416.3741149902344, 1152.349365234375, 522.8861083984375)",54,More governments around the world  must set greenhouse gas emission reduc- tion targets that are aligned with what  climate science deems necessary to stay  within the 1.5 °C threshold. And all long- term 2050 targets must be supported by  more immediate ones to ensure emis- sions are reduced adequately to keep the  required pace. ,['SDG_13'],,['SDG_13'],0.5994
121,page 3 of ../pdf/orsted.pdf,"(994.0156860351562, 536.3741455078125, 1150.0699462890625, 666.8861083984375)",70,"But setting targets alone is, in itself, not a  guarantee that they will be delivered on.  Meeting the targets requires that com- panies, investors, and households decide  to phase out fossil fuel-based assets and  replace them with green energy assets.  Today, too often, those decisions are not  made because companies, investors, and  households all make their decisions in a  societal context that in different ways  favour fossil fuels over renewables.  ",,,,0.5661
122,page 3 of ../pdf/orsted.pdf,"(994.0156860351562, 680.3741455078125, 1152.2933349609375, 798.8861083984375)",72,"Governments can make the right decisions  happen. They can identify the specific bar- riers that favour fossil fuels and hold back  green energy. And they can lay out and  execute on a detailed policy plan for how  to address these barriers. The sooner they  develop such a plan, the sooner compa- nies, investors, and households can make  sustainable choices, scale green technolo- gies, and bring us closer to a 1.5 °C world. ",['SDG_9'],,['SDG_9'],0.6124
123,page 3 of ../pdf/orsted.pdf,"(822.9921264648438, 103.902587890625, 980.6471557617188, 270.8861999511719)",88,"A world that runs entirely   on green energy As a global society, we have 30 years  to undertake a systemic shift, on a scale  never before seen, to create a net-ze- ro world. Since 73 % of global carbon  emissions come from the use of energy,  rethinking the way we power our world  lies at the centre of this transformation.  From power and heat generation sys- tems to cooling, transport, and industrial  processes, every technology we use must  change its energy source from fossil fuels  to renewable energy.  ",,,,0.7753
124,page 3 of ../pdf/orsted.pdf,"(822.9921264648438, 284.3741760253906, 979.5361938476562, 426.8861999511719)",69,"To reach net-zero emissions, we need  to create a world that runs entirely on  green energy. And the action need- ed is clear: We need to significantly  increase the build-out of green power  generation, accelerate the phase-out of  fossil-fuelled power generation, increase  green electrification in sectors currently  running on fossil fuels, and continue to  increase energy efficiency in all parts of  society. Crucially, that action must take  place now. ",,['SDG_7'],['SDG_7'],0.9425
125,page 3 of ../pdf/orsted.pdf,"(822.9921264648438, 439.9026184082031, 978.5681762695312, 510.88623046875)",31,Global climate action in 2020  2020 witnessed increased global  climate efforts and progress towards  low-emission societies. Some of the  world’s biggest emitters set new targets  to reduce their carbon emissions: China  ,['SDG_13'],['SDG_13'],['SDG_13'],0.5994
126,page 3 of ../pdf/orsted.pdf,"(822.9921264648438, 512.374267578125, 981.272216796875, 606.88623046875)",53,"announced its aim to be carbon-neutral  by 2060; Japan announced an ambition  to be carbon-neutral by 2050; and, in  early 2021, the US re-joined the Paris  Agreement. In Europe, the European  Union’s heads of state agreed to cut EU’s  emissions by 55 % by 2030, paving the  way for climate neutrality by 2050.  ",['SDG_13'],,['SDG_13'],0.4939
127,page 3 of ../pdf/orsted.pdf,"(822.9921264648438, 620.374267578125, 978.0072631835938, 798.88623046875)",87,"The acceleration towards a low-car- bon society was further helped by the  continued decreasing cost of renewable  energy, with offshore wind, onshore  wind, and solar power outcompeting  fossil-based electricity in most parts of  the world. At the same time, we see that  global capital is increasingly channelled  into investments in the global energy  transition. More than 30 of the world’s  largest pension funds and insurers –  representing more than USD 5 trillion of  assets under management – are now  part of the UN-convened Net-Zero Asset  Owner Alliance.  ","['SDG_3', 'SDG_7']",['SDG_7'],"['SDG_3', 'SDG_7']",0.7506
136,page 4 of ../pdf/orsted.pdf,"(39.685001373291016, 295.902587890625, 198.22901916503906, 462.8861999511719)",81,"We are transforming our company Companies are instrumental to a global  green transformation. They need to  transform their business models and  ensure that their products and operations  contribute positively to limiting global  warming to 1.5 °C. Like governments,  they also need to set clear long- and  short-term carbon emission reduction  targets in line with climate science and  take tangible immediate action, shifting  capital and talent away from fossil fuels  and conventional business, and driving the  sustainable business models of the future.  ","['SDG_9', 'SDG_12', 'SDG_13']",['SDG_13'],"['SDG_13', 'SDG_12', 'SDG_9']",0.926
137,page 4 of ../pdf/orsted.pdf,"(39.685001373291016, 476.3741760253906, 196.8754119873047, 606.8861694335938)",64,"At Ørsted, we know first-hand that this  transformation is possible. Over the past  decade, we have transformed from one  of Europe’s most carbon-intensive energy  companies to a global green energy  leader. We are now on track to becoming  carbon-neutral in our energy generation  and operations by 2025, making us the  first major energy company to trans- form from fossil fuels and reach net-zero  emissions. ",,,,0.8231
138,page 4 of ../pdf/orsted.pdf,"(39.685001373291016, 620.3742065429688, 195.7554168701172, 798.8861694335938)",102,"To become carbon-neutral across our en- ergy generation and operations, (scopes  1 and 2), we will reduce our carbon emis- sions by at least 98 % by replacing fossil  fuels with green energy. The remaining  2 % come from a variety of sources  where it is currently challenging to make  reductions. These include our obligations  to ensure security of supply by keeping  gas-fired back-up capacity available at  our combined heat and power plants.  The same goes for our offshore logistics  where our vessels still predominantly run  on fossil fuels. If we cannot find viable  solutions for these cases, we plan to in- ",,,,0.7337
140,page 4 of ../pdf/orsted.pdf,"(210.70899963378906, 344.3741760253906, 369.5033874511719, 582.8861694335938)",134,"The main driver for reducing emissions  from our energy generation is to elim- inate our use of coal. We are on track  to phase out coal in 2023. However,  2020 showed a marginal increase in our  absolute scope 1 carbon emissions due  to a temporary increase in our use of  coal at our power stations in Esbjerg and  Studstrup, Denmark. Our legal service  obligations in Denmark require us to  provide ancillary services that maintain a  reliable electricity system at the lowest  possible cost. When coal is the cheaper  alternative to sustainable biomass, we  are legally required to use coal to ensure  reliability. Our commitment to end our  use of coal by 2023 remains unchanged,  and we are on track. Until then, we may  see fluctuations in coal consumption  driven by market and weather conditions.  ","['SDG_7', 'SDG_9', 'SDG_11', 'SDG_12']",,"['SDG_11', 'SDG_12', 'SDG_9', 'SDG_7']",0.8481
141,page 4 of ../pdf/orsted.pdf,"(210.70899963378906, 596.3742065429688, 368.63458251953125, 798.8861694335938)",118,"Since we are fully on track to become  carbon-neutral by 2025, we launched the  next major phase of our decarbonisation  journey: Reaching net-zero emissions in  our entire carbon footprint (scopes 1-3) by  2040. Our scope 3 emissions primarily re- late to activities in our supply chain and  our wholesale of buying and selling natu- ral gas. Today, we are gradually reducing  our wholesale activities towards a 50 %  reduction in absolute scope 3 emissions  from 2018 to 2032, and, consequently, we  will not renew or enter into new long- term natural gas purchase agreements.  Also, we are working to reduce emissions  from our supply chain. Later in this report,  you can read more about how we do so. ",['SDG_12'],,['SDG_12'],0.7096
142,page 4 of ../pdf/orsted.pdf,"(381.7322998046875, 295.90252685546875, 539.6748657226562, 522.8861083984375)",118,"The challenges to a sustainable   build-out The deployment of renewable energy  has gathered speed globally over the  past decade – with 1,600 GW, excluding  hydro, of renewable capacity installed  by the end of 2020 – and is expected to  almost triple in the next decade, totalling  more than 4,300 GW. But even though  renewable energy is the key solution to  climate change, we know that accelerat- ing the deployment of renewable energy  poses important sustainability challeng- es that we, as an energy industry, must  find ways to solve. This requires that  we balance the climate impacts of the  transition to a global green energy sys- tem with the impacts it will have on our  natural environment and societies. ","['SDG_9', 'SDG_11', 'SDG_13', 'SDG_15']",,"['SDG_11', 'SDG_13', 'SDG_15', 'SDG_9']",0.9349
143,page 4 of ../pdf/orsted.pdf,"(381.7322998046875, 536.3741455078125, 538.9465942382812, 618.8861083984375)",40,"At Ørsted, we have integrated this  responsibility into our business through a  systematic annual assessment of our key  sustainability challenges. We base our  assessment on dialogues with our stake- holders and our own view of the most  pressing sustainability challenges.  ",['SDG_9'],,['SDG_9'],0.1531
144,page 4 of ../pdf/orsted.pdf,"(381.7322998046875, 632.3741455078125, 540.0826416015625, 798.8861083984375)",86,"With our plans to decarbonise our energy  generation, gradually phase out natural  gas from our business portfolio, and sig- nificantly scale up renewable energy, we  are currently focusing on three sustain- ability challenges that are at the core  of driving a sustainable green energy  build-out: Firstly, how to drive decar- bonisation throughout our supply chain;  secondly, how to balance existing usage  of the sea with the needs for deploying  renewable energy infrastructure and  manage impacts on natural habitats and  local species; and thirdly, how to work  ",['SDG_9'],['SDG_7'],"['SDG_9', 'SDG_7']",0.9186
146,page 4 of ../pdf/orsted.pdf,"(651.9722900390625, 512.3741455078125, 807.178466796875, 570.8861083984375)",30,"None of these three challenges have a  convenient or complete ‘quick fix’, but by  using a programmatic and systematic  approach, we will continue to improve  the sustainability of our solutions.  ",['SDG_9'],,['SDG_9'],0.7227
147,page 4 of ../pdf/orsted.pdf,"(651.968505859375, 583.9025268554688, 808.7750244140625, 726.8861083984375)",74,"Sharing our approach It is a tremendous honour to have been  ranked among the world’s most sustain- able companies by Corporate Knights  for three years in a row. In 2021, we were  again named the most sustainable ener- gy company in the world and the second  most sustainable of all companies  worldwide. This ranking underlines that it  is possible to undergo a sustainable busi- ness transformation while creating value  for stakeholders and shareholders alike.  ",['SDG_9'],,['SDG_9'],0.8779
148,page 4 of ../pdf/orsted.pdf,"(651.968505859375, 740.3741455078125, 806.8628540039062, 798.8861083984375)",35,"While last year’s report laid out our ac- tion plan for achieving carbon neutrality  in 2025, this year, our sustainability team  has made a great effort to break down  exactly how we work on sustainability.  ",['SDG_9'],,['SDG_9'],0.6249
149,page 4 of ../pdf/orsted.pdf,"(822.9924926757812, 464.3741149902344, 978.0950927734375, 606.8861083984375)",75,"Assessing, prioritising, and effectively  integrating sustainability challenges and  opportunities into business strategy and  operations is no simple task. It is still a  field in its infancy. We believe that only  by sharing and engaging in dialogue  about company practices, we can help  each other advance how we work on  sustainability. That is why we chose, this  year, to provide a much greater level of  detail on our approach to sustainability  than in our previous reports.  ","['SDG_9', 'SDG_12']",,"['SDG_12', 'SDG_9']",0.9186
150,page 4 of ../pdf/orsted.pdf,"(822.9921264648438, 619.9026489257812, 977.799072265625, 798.88623046875)",92,"We must realise a decade of delivery At Ørsted, we are committed to taking a  leading role in fundamentally reshaping  how the world produces and consumes  energy. As such, all our work is informed  by a strategic commitment to the UN  Sustainable Development Goals and  based on the United Nations Global  Compact’s (UNGC) ten principles for cor- porate sustainability. In 2020, among a  select group of companies, we obtained  status as Global Compact LEAD, as a  recognition of our commitment to and  high engagement with the goals of the  UN Global Compact.  ","['SDG_9', 'SDG_12']",,"['SDG_12', 'SDG_9']",0.9217
151,page 4 of ../pdf/orsted.pdf,"(994.01611328125, 464.37420654296875, 1150.09375, 510.88623046875)",30,"As the new CEO of Ørsted, I greatly look  forward to working with the dedicated  and talented Ørsted team to help create  a world that runs entirely on green ener- ",,,,0.8779
152,page 4 of ../pdf/orsted.pdf,"(994.0160522460938, 512.374267578125, 1149.4937744140625, 642.88623046875)",81,"gy. It is my aspiration that Ørsted will be  a catalyst for change and inspire climate  action beyond our own company. While  we may not have all the answers or full  visibility of the path ahead, it should not  prevent us from taking decisive action  now to create a better tomorrow. After  all, that is what leadership is about. And  one day, we will look back and realise  that we were able to accomplish much  more than what we thought possible.  ",['SDG_13'],,['SDG_13'],0.9067
154,page 4 of ../pdf/orsted.pdf,"(651.968505859375, 102.24018859863281, 943.96533203125, 126.88618469238281)",21,We are on track to becoming carbon-neutral already in 2025 Carbon intensity of energy generation and operations (scopes 1 and 2)   ,,,,0.2732
158,page 4 of ../pdf/orsted.pdf,"(39.685001373291016, 127.11592864990234, 406.4002990722656, 232.8599395751953)",31,Companies are instrumental to a global green  transformation. They need to transform their  business models and ensure that their products  and operations contribute positively to limiting  global warming to 1.5 °C. ,['SDG_13'],,['SDG_13'],0.765
160,page 5 of ../pdf/orsted.pdf,"(651.9683837890625, 764.7230224609375, 826.6296997070312, 799.2349853515625)",25,"We want to make our company car fleet 100  % electric by 2025, and, from the beginning of  2021, we will only acquire electric vehicles. ",,,,0.0772
162,page 5 of ../pdf/orsted.pdf,"(39.685001373291016, 273.1568908691406, 451.040283203125, 352.9088439941406)",49,"In this section, we lay out our systematic and programmatic approach  for understanding sustainability challenges and opportunities and  for adjusting our business strategy accordingly. We also present our  perspective on the main sustainability challenges the energy industry  needs to address to drive a rapid and sustainable green energy build-out. ",['SDG_9'],,['SDG_9'],0.7506
164,page 6 of ../pdf/orsted.pdf,"(39.685001373291016, 234.09799194335938, 487.3270568847656, 313.8498840332031)",47,"Understanding emerging sustainability themes and how they impact our  business continue to be key factors in developing Ørsted as a global leader in  renewable energy. Over the years, we have developed a systematic approach  for identifying sustainability themes and underlying challenges and integrating  sustainability into our business.  ",['SDG_9'],,['SDG_9'],0.34
166,page 6 of ../pdf/orsted.pdf,"(39.685001373291016, 344.37420654296875, 194.5578155517578, 462.88623046875)",58,"A company’s stakeholders, ranging from  customers, employees, policymakers,  regulators, investors, and NGOs to local  communities, all expect companies to  take an active role in delivering sustaina- ble societies. Listening and engaging with  their concerns often provide a rich indica- tion of what is to come, from customer  expectations and hard law to internation- al frameworks defining best practice.  ",,,,0.91
168,page 6 of ../pdf/orsted.pdf,"(39.685001373291016, 512.374267578125, 196.5481719970703, 606.88623046875)",45,identify and manage the sustainability  themes which are important to our stake- holders and business. We benefit tremen- dously from the exchange between our  stakeholders and our internal expertise  as it helps us identify and address the  key sustainability challenges we need to  work on.  ,['SDG_9'],,['SDG_9'],0.7717
169,page 6 of ../pdf/orsted.pdf,"(39.685001373291016, 620.374267578125, 196.35537719726562, 738.88623046875)",61,"Here, we set out our approach to our  work on sustainability and how we  integrate sustainability when defining  our business strategy and operations.  As this is not an exact science and still a  field in development, we hope that other  companies will do the same so that we  can continuously learn from each other  and together advance strong company  sustainability practices.     ","['SDG_9', 'SDG_12']",,"['SDG_12', 'SDG_9']",0.7351
170,page 6 of ../pdf/orsted.pdf,"(39.685001373291016, 751.902587890625, 186.97140502929688, 798.8861694335938)",21,"Our approach has five phases Our transformation journey over the  past decade has shaped how we work  on sustainability, making sustainability  ",['SDG_9'],,['SDG_9'],0.0
171,page 6 of ../pdf/orsted.pdf,"(210.70899963378906, 344.37420654296875, 367.5946044921875, 498.88623046875)",74,"a core part of our strategic thinking  and our value proposition to customers  and the communities we work with.  Over the years, we have honed a highly  systematic and programmatic approach  to mapping, prioritising, and addressing  the sustainability themes affecting us  and our stakeholders. Based on five  core phases, it enables us to identify  sustainability themes that are important,  build programmes to address them, and  report on the progress we make in each  programme.  ",['SDG_9'],,['SDG_9'],0.7184
172,page 6 of ../pdf/orsted.pdf,"(210.70860290527344, 511.90252685546875, 368.9229736328125, 738.8861083984375)",111,"Mapping sustainability themes Engaging with our stakeholders starts  with developing an acute understanding  of the themes that are most important  to them. For example, we clarify how reg- ulators and NGOs see the opportunities  and challenges for building renewable  energy in balance with nature and how  local communities expect our renewable  energy projects to contribute to local  job creation. Likewise, we engage with  researchers and business associations  to ensure that the biomass we use for  energy generation is sustainable. And  we closely follow the scores in our ESG  ratings to understand what investors and  ESG rating agencies are asking about  and whether there are any new emerging  themes we should address.  ","['SDG_8', 'SDG_9', 'SDG_14']",,"['SDG_14', 'SDG_9', 'SDG_8']",0.9501
173,page 6 of ../pdf/orsted.pdf,"(210.70860290527344, 752.3741455078125, 362.0750427246094, 798.8861083984375)",22,"Every year, we conduct a systematic  assessment to map the sustainability  themes encountered in these stakehold- er dialogues. This work translates into  ",['SDG_9'],,['SDG_9'],0.0
175,page 6 of ../pdf/orsted.pdf,"(381.73223876953125, 391.90252685546875, 539.1705932617188, 630.8861083984375)",118,"Prioritising sustainability themes Having mapped our sustainability  themes, we evaluate the importance  of each theme from stakeholder and  business perspectives. The ranking of  importance is based on a variety of  factors and is more of a qualitative  exercise. For stakeholder importance, we  consider issues such as the intensity of  attention the theme receives from NGOs,  civil society, or policymakers, the level of  investor interest, and whether any inter- national frameworks have been devel- oped describing best practice. To gauge  the potential impact on our business, we  assess when the theme could impact our  business, the degree and type of impact  the theme could have if not addressed  adequately or quickly enough, and our  ability to influence the theme. ","['SDG_9', 'SDG_12']",,"['SDG_12', 'SDG_9']",0.9432
176,page 6 of ../pdf/orsted.pdf,"(381.73223876953125, 644.3741455078125, 538.6834716796875, 798.8861083984375)",77,"We repeat this analysis every year  through workshops and interviews with  stakeholders, subject-matter experts,  and internal staff. The output is a simple  matrix of sustainability themes which are  ranked based on importance to stakehold- ers and our business. Our sustainability  team then uses this matrix to prioritise the  themes that we should actively address  and to assess if our current performance  is adequate. You can find the matrix of  prioritised sustainability themes for 2020  on page 2.  ",['SDG_9'],,['SDG_9'],0.6908
204,page 6 of ../pdf/orsted.pdf,"(964.0578002929688, 418.6496276855469, 1041.0179443359375, 504.38592529296875)",22,• Build new  programmes by  understanding the  strategic context of  the relevant theme  and meticulously  identifying and  selecting options to  address it. ,,,,0.0
219,page 6 of ../pdf/orsted.pdf,"(860.0136108398438, 740.9934692382812, 940.4368896484375, 798.2250366210938)",21,"Based on a memo  on key themes, our  EC mandates a new  programme to work  strategically to reduce  supply chain emissions. ",,,,0.0
221,page 6 of ../pdf/orsted.pdf,"(1068.0921630859375, 740.8642578125, 1152.6593017578125, 798.0958251953125)",20,We report openly and  transparently about  our progress in reducing  scope 3 emissions.  You can read more on  pages 20-21. ,,,,0.4215
224,page 7 of ../pdf/orsted.pdf,"(39.685001373291016, 103.902587890625, 197.74819946289062, 294.8861999511719)",83,"Anchoring our sustainability themes in  our business  Having defined a prioritised set of sus- tainability themes, we anchor them in  our internal governance structure. This  gives our senior management and Board  of Directors a systematic overview of the  most important sustainability themes  and enables them to make decisions on  how to best address them through sus- tainability programmes. By anchoring our  sustainability programmes in executive  accountabilities and responsibilities, we  ensure that our sustainability strategy is  embedded in our business strategy and  daily operations.  ",['SDG_9'],,['SDG_9'],0.8357
225,page 7 of ../pdf/orsted.pdf,"(39.685001373291016, 308.3741760253906, 197.4506378173828, 462.8861999511719)",69,"In practice, our Sustainability Commit- tee will prepare a recommendation for  our Executive Committee detailing the  sustainability themes to prioritise, any po- tential new sustainability programmes to  add, and any potential changes to exist- ing programmes. The Executive Commit- tee will then assign executive account- ability for each programme, meaning  that each Executive Committee member  becomes accountable for the practical  implementation of a specific programme,  including delivering on programme  ",['SDG_9'],,['SDG_9'],0.2732
226,page 7 of ../pdf/orsted.pdf,"(210.70899963378906, 104.37419128417969, 369.3713684082031, 150.8861846923828)",20,"targets. Finally, our Board of Directors will  approve the key sustainability themes  identified and the programmes selected  to address them.  ",['SDG_9'],,['SDG_9'],0.0
227,page 7 of ../pdf/orsted.pdf,"(210.70860290527344, 163.90252685546875, 367.4510803222656, 462.8861389160156)",140,"Developing and updating  sustainability programmes We develop sustainability programmes  for the sustainability themes that are  most important to both our stakehold- ers and our business strategy. Currently,  we have a portfolio of 20 programmes.  Based on the outcome of our sustaina- bility themes analysis, we either up- date existing programmes or develop  new ones. Our programmatic work on  sustainability themes allows us to firmly  integrate our response to them in our  daily business processes. In practice, this  means developing concrete targets and  understanding the actions necessary to  reach them as well as assigning clear  responsibility for the execution of each  programme. Developing new sustaina- bility programmes is a comprehensive  process, and you can dive into the details  of how we develop them in the following  section. You can also find an overview  of our 20 sustainability programmes on  page 16. ","['SDG_9', 'SDG_12']",,"['SDG_12', 'SDG_9']",0.7841
228,page 7 of ../pdf/orsted.pdf,"(39.684600830078125, 620.3741455078125, 190.74700927734375, 666.8861083984375)",23,"Establishing a new sustainability pro- gramme requires dedicated and sus- tained effort. To build a full programme,  we typically go through five phases.  ",['SDG_9'],,['SDG_9'],0.4588
229,page 7 of ../pdf/orsted.pdf,"(39.684600830078125, 680.3741455078125, 195.1558380126953, 798.8861083984375)",67,"If we identify the need for a new pro- gramme, we spend some time anchoring  a programme project internally in the  business. In phase 1, we often set up  a small project team to develop the  programme. This team typically works  part-time on the project and takes on  the programme development as part of  its responsibilities. We then dive into the  substance of the sustainability theme in  ",['SDG_9'],,['SDG_9'],0.0
231,page 7 of ../pdf/orsted.pdf,"(39.685001373291016, 546.3300170898438, 408.65582275390625, 590.7919921875)",24,"Every year, we update our portfolio of sustainability programmes.   We have honed a systematic process for developing new sustainability  programmes and updating existing ones.  ",['SDG_9'],,['SDG_9'],0.0
232,page 7 of ../pdf/orsted.pdf,"(210.70858764648438, 620.374267578125, 368.2030029296875, 798.88623046875)",103,"phases 2, 3, and 4, before moving into ex- ecution in phase 5. As we develop the full  programme over time, we often launch a  minimum viable project to test and refine  essential programme components. You  can read an example of how this works  in practice in the section on our supply  chain decarbonisation programme on  pages 20-21. The key to success is to get  sufficiently deep into the substance of  the issue and not jump to conclusions  too early in the process. In practice, the  phases often overlap, and we move back  and forth between them to adjust and  test our findings. ",,,,0.5719
