id,link,title,text_length,text,aurora,OSDG,combined,sentiment
59,https://www.greenbiz.com/article/general-mills-danone-pilots-provide-proof-regenerative-agriculture-success,"General Mills, Danone pilots provide proof for regenerative agriculture success",57,"Regenerative agriculture isn’t a light switch. Danone’s and General Mills’ pilots and subsequent data gathering are to help farmers slowly start to turn the wheel and break the high barrier of entry to regenerative agriculture. Armed with good data and anecdotal evidence, Danone plans to expand its regenerative agriculture to 100,000 acres over the next two years.",,,,0.7506
61,https://www.greenbiz.com/article/general-mills-danone-pilots-provide-proof-regenerative-agriculture-success,"General Mills, Danone pilots provide proof for regenerative agriculture success",51,"""It’s best to let your farmers do the talking for you to the other farmers,"" Camu said. ""You have to have the right arguments and some proof. Some take the leap of faith a little bit faster than others. But then when you have those, you always have farmers that follow.""",,,,0.6486
62,https://www.businesswire.com/news/home/20210426005760/en/General-Mills-to-Webcast-Force-for-Good-Investor-Event-on-May-25-2021,"General Mills to Webcast Force for Good Investor Event on May 25, 2021",71,"MINNEAPOLIS--(BUSINESS WIRE)--General Mills, Inc. (NYSE: GIS) plans to webcast its first-ever ESG investor event virtually on May 25, 2021, including a pre-recorded presentation and a live question and answer session with management. The event will highlight the Force for Good pillar of the company’s Accelerate strategy, focusing on how General Mills is regenerating the planet, improving food security, strengthening communities, and advancing inclusion among the company’s people and through its brands.",,,,0.9136
64,https://www.businesswire.com/news/home/20210426005760/en/General-Mills-to-Webcast-Force-for-Good-Investor-Event-on-May-25-2021,"General Mills to Webcast Force for Good Investor Event on May 25, 2021",20,The webcasted session will begin at 7:00 a.m. CT. Interested parties can access the webcast and supporting materials at www.generalmills.com/investors.,,,,0.8074
66,https://www.businesswire.com/news/home/20210426005760/en/General-Mills-to-Webcast-Force-for-Good-Investor-Event-on-May-25-2021,"General Mills to Webcast Force for Good Investor Event on May 25, 2021",32,"For more information on the company’s progress and commitments in areas of social and environmental importance, please refer to General Mills’ 2021 Global Responsibility Report, which was released on April 22, 2021.",,,,0.7964
70,https://www.businesswire.com/news/home/20210426005760/en/General-Mills-to-Webcast-Force-for-Good-Investor-Event-on-May-25-2021,"General Mills to Webcast Force for Good Investor Event on May 25, 2021",69,"General Mills is a leading global food company whose purpose is to make food the world loves. Its brands include Cheerios, Annie's, Yoplait, Nature Valley, Häagen-Dazs, Betty Crocker, Pillsbury, Old El Paso, Wanchai Ferry, Yoki, BLUE and more. Headquartered in Minneapolis, Minnesota, USA, General Mills generated fiscal 2020 net sales of U.S. $17.6 billion. In addition, General Mills’ share of non-consolidated joint venture net sales totaled U.S. $1.0 billion.",,,,0.7096
71,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",33,"CHICAGO — The total CPG industry grew approximately 10.4% in 2020, outpacing the prior three-year annual growth rate of 1.8%, according to Boston Consulting Group (BCG) and IRI’s annual CPG Growth Leaders List.",,,,0.6369
73,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",29,"Total CPG volume growth (6.4%) outpaced price growth (3.7%) for the first time in more than a decade, driven by heightened demand in the early months of the pandemic.",,,,0.5719
75,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",47,"“The number to note is volume growth,” said Krishnakumar Davey, president of strategic analytics at IRI. “It’s about 6% more volume than whatever we did before. I don’t know if it will ever be that high again, because estimated volume growth is typically around 0.6% or 0.7%.”",,,,0.4404
77,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",73,"The report highlighted 2020’s growth leaders among large, medium and small CPG companies. Food and beverage manufacturers dominated the rankings, propelled by the shift toward at-home eating. Bimbo Bakeries USA led among large CPG companies, followed by General Mills, Conagra Brands and Mondelez International and The Hershey Co. Mid-sized growth leaders ($1 billion to $6 billion) included Land O’Lakes and HP Hood, while Idahoan led among small players ($100 million to $1 billion).",,,,0.6369
81,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",44,"Bimbo saw a 16% increase in dollar sales across its bread business and an 11.6% increase across its sweet baked foods business. The company benefited from more in-home breakfast occasions and innovation across key brands, including new Thomas mini croissants and banana English muffins.",,,,0.8481
83,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",51,"Frozen meals and pantry staples were top growth drivers for Conagra, with the Marie Callender's, Birds Eye and Hunt’s brands accounting for a quarter of the company’s growth. Refrigerated dough was the top growth driver for General Mills, with the Pillsbury brand reaching more than $400 million in sales in 2020.",,,,0.8807
85,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",42,"“We spent less time in store than we ever have before,” Mr. Davey said. “We entertained ourselves at home, we celebrated at home, we ate at home. The whole thing was a very surreal environment, and that’s what accounted for this growth.”",,,,0.7506
87,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",64,"Food and beverage companies also benefited from pack size innovation. The Hershey Co. pivoted to provide larger pack sizes for at-home snacking. The company saw sales of its larger chocolate candy offerings increase 12.8%, while sales of smaller pack sizes grew 6.3%. Sales of HP Hood’s milk products grew 21.6%, driven by increased distribution of larger sizes and a greater focus on 96-oz cartons.",,,,0.8176
89,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",50,"Premiumization was another key growth driver. Land O’Lakes leveraged Vermont Creamery’s premium positioning to help home-bound consumers bring restaurant-quality experiences into their kitchens. The company gained 6.7 million new buyers of butter in 2020, a 17% increase from 2019, while the overall butter category saw a 5% increase in buyers.",['SDG_9'],,['SDG_9'],0.8885
91,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",39,"Idahoan benefited from expanded premium offerings, with premium flavored mashed items driving 92% of the company’s gains. New items like buttery homestyle mashed potatoes and roasted garlic mashed potatoes attracted more than 4 million new buyers during the pandemic.",,,,0.7717
97,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",31,"“We spent less time in store than we ever have before ... The whole thing was a very surreal environment, and that’s what accounted for this growth.” — Krishnakumar Davey, IRI",,,,0.0
99,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",43,"“When the pandemic happened and panic set in, people essentially cleaned out the entire store,” Mr. Davey said. “A lot of large brands went out of stock quickly. That timing effect meant private label foods and smaller brands flew off the shelves, too.”",,['SDG_3'],['SDG_3'],-0.5106
103,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",47,"“The convenience category is highly skewed toward large players,” Mr. Davey said. “Out-of-stocks — particularly in the first half of the year — and convenience softness were the two primary drivers, in addition to the secular trend of more innovative, smaller players entering categories and taking share.”",,,,0.4927
107,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",52,"IRI and BCG predicted the future trajectory of consumer trends that emerged in 2020. In-home food and beverage is likely to revert to flat growth as consumer mobility increases, according to the report. Consumers also are expected to return to smaller, single-serve and multi-pack products as they revert to pre-pandemic consumption patterns.",,,,0.3818
109,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",36,"E-commerce channel penetration is expected to continue accelerating, along with spend bifurcation. Increased premiumization from large CPGs and hyper-targeted smaller players will accelerate alongside continued development of private label and value brands, according to the report.",,,,0.5423
111,https://www.foodbusinessnews.net/articles/18166-general-mills-bimbo-bakeries-among-2020s-growth-leaders,"General Mills, Bimbo Bakeries among 2020’s growth leaders",89,"“This is the K-shaped recovery economists are talking about,” Mr. Davey said. “More than 20 million jobs were lost during COVID. On the other hand, with all the stimulus payments and unemployment benefits, around 80% of people were flush with cash. Yes, there’s food insecurity at the bottom tier —that’s why we call it a K shape— but the 80% who had more cash had less avenues to spend, so people bought more higher quality products and didn’t mind paying the higher price. Even lower-income households are trading up.”",['SDG_9'],,['SDG_9'],0.0644
112,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,25,"Just when it seemed the yogurt aisle had something for everyone, General Mills found a slice of customers still hunting for the perfect creamy snack.",,,,0.5719
114,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,24,The Golden Valley-based food maker announced the launch of a yogurt that will pack more protein per cup than any other on the market.,,,,0.0
116,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,30,"It's the latest in a series of yogurt launches at General Mills targeting consumers with very specific dietary or taste preferences, reflecting splintering consumer expectations within this diverse grocery-store category.",,,,0.0
118,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,62,"The new yogurt, called Ratio: Protein, follows the company's introduction of Ratio: Keto, which target consumers tracking their three macro nutrients: fat, protein and carbohydrates. It's a more ""adult-focused"" brand for wellness-minded consumers looking to replenish and build muscle following a hard workout or someone just looking to stave off hunger for longer, said Doug Martin, president of General Mills dairy unit.",['SDG_2'],,['SDG_2'],-0.34
120,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,23,"""What we realized is that we did need another brand to talk to a more modern health, wellness or weight manager,"" Martin said.",,,,0.4877
122,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,39,"To achieve that whopping 25 grams of protein density in a single, standard-size cup, General Mills uses ultrafiltered milk — a process that strains out lactose sugars, increasing the protein concentration — and then mixes in a whey protein.",,['SDG_2'],['SDG_2'],-0.296
126,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,30,"Yogurt always has been seen as a healthier food choice, and food manufacturers are constantly evolving in their products to match the health goals and diet trends of the times.",,,,0.0
128,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,40,"""People are shopping with themselves in mind. They want health for themselves and for members of their family,"" Martin said. ""They want to find a solution that speaks to them in the aisle and there's really not a one-size-fits-all anymore.""",,,,0.4404
130,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,24,"Corey Chafin, a principal at consulting firm Kearney with a focus on consumers, food and retail, said 25 grams stands out among its competitors.",,,,0.0
132,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,27,"""This almost positions it as a post-workout protein supplement,"" Chafin said. ""The key question will be how quickly until they face a copycat by the other brands.""",,,,0.0
136,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,43,General Mills has been rolling out a new product or brand on a near-annual basis in recent years. Oui by Yoplait launched in 2017 aimed at customers seeking a product that tapped into heritage processes or wanting a yogurt to replace their dessert.,,,,0.128
138,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,47,"The brand has been so successful, with nearly $150 million in annual retail sales, that General Mills has continued to introduce various iterations, including a plant-based version of Oui. YQ by Yoplait came next, focused on consumers wanting less sugar and more protein in a non-Greek style.",,,,0.816
140,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,57,"The yogurt aisle is increasingly flooded with new, seemingly niche products at a time when sales have stalled. Following four years of dollar-sales declines in U.S. retail, yogurt eked out growth again in 2020, according to IRI, a Chicago-based market research firm. Tempering that uptick was a continued decline in unit sales for the fourth straight year.",,,,0.4019
144,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,51,"Launching a new product used to be a much costlier, long-term decision. But the rise of digital media — specifically, social media sites with algorithms that scrape details and categorize users to a granular level — allow companies like General Mills to experiment, launch and tinker with its marketing in real-time.",,,,0.5267
146,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,62,"""Filming a commercial is just an enormous expense, and you are going to do it one time,"" Martin said. ""But when you are talking about targeting folks online we really have the opportunity of iterating a lot. You might have 250 different pieces of creative that you can test, test, test again and again. You can test different messages against different groups.""",,,,0.7152
148,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,41,"So consumers following a ketogenic diet generally are going to be much more interested in ads that speak to low carbs. A weightlifter looking to build muscle is going to be far more intrigued by a high protein ad, Martin said.",,,,0.2247
152,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,53,"The pandemic's panic buying triggered a ""SKU rationalization"" movement — industry parlance for reducing the number of flavors, varieties and options made and sold — across food companies and major retailers. Consumers' urgent need to stock their pantries and refrigerators to support their at-home lifestyles exposed weaknesses in the nation's food supply chain.",,,,-0.3182
154,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,21,Manufacturers such as General Mills and retailers like Target scrambled to maintain food availability and pared down offerings as a result.,,,,0.3612
156,https://www.startribune.com/general-mills-aims-new-yogurt-at-people-packing-in-the-protein/600050686/,General Mills aims new yogurt at people packing in the protein,58,"""You won't see us throwing out brands left and right. It is quite frankly confusing to consumers,"" Martin said. ""The truth is this category has a consumer expectation of newness and variety that we will have to meet. And then our job is to do it in a way that makes sense for us and for the retailers.""",,,,0.0314
159,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,43,"NEW YORK — Fitch Ratings has revised its rating outlook for General Mills, Inc. to “negative” from “stable” and withdrawn its ratings for the Minneapolis-based company, citing potential challenges in maintaining the growth that has arisen as a result of the coronavirus pandemic.",['SDG_3'],['SDG_3'],['SDG_3'],0.4404
161,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,72,"“General Mills’ ratings reflect the company’s global scale, strong brands, high EBITDA margin and solid FCF (free cash flow),” Fitch noted in a March 10 report. “The company has significant exposure to mature developed markets and categories, such as cereal and yogurt, and over the medium term, Fitch expects organic sales to be relatively flat, with revenue and EBITDA returning close to fiscal 2019 levels once the benefit from pandemic-related demand abates.”",,,,0.875
163,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,53,"Fitch noted that General Mills experienced a “significant sales lift” as a result of COVID-19-related shutdowns in early 2020. The company has continued to benefit from elevated at-home food demand and positive price/mix, but as pandemic-related demand abates, Fitch expects General Mills’ sales trends to return to prior trends of flat organic growth.",['SDG_3'],,['SDG_3'],0.6908
165,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,25,"“Organic sales in fiscal 2021 is expected to be around 4% but trend negative 4% to 5% in fiscal 2022 against difficult comparisons,” Fitch said.",,,,-0.8519
169,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,88,"“Organic sales growth was essentially flat in fiscal 2018, fiscal 2019 and the for the first three quarters of fiscal 2020 (ended Feb. 23, 2020) before benefiting from the pandemic-related demand beginning fiscal 4Q20 (ended May 2020),” Fitch said. “Volume growth has been challenged over the five years pre-pandemic given the company’s product mix. Cereal, convenient meals and yogurt, which collectively represent about $7.75 billion, or 44%, of the company’s sales in FY20, have been under pressure as consumer preferences shift toward healthier and more natural product offerings.",['SDG_3'],,['SDG_3'],0.5984
171,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,100,"“General Mills, similar to other large packaged food companies, continues to renovate existing products to be healthier, acquire food companies with higher growth or margin potential, such as organic food company Annie’s, and introduce organic-focused brand extensions. However, consumer perceptions of the company’s older and mature legacy brands remain a long-term obstacle to growth. The company has significant exposure to mature developed markets and categories, such as cereal, and until recently saw flat to modest declines in most of its categories, with yogurt down 30% to around $2.1 billion in fiscal 2020 versus close to $3 billion in fiscals 2013-2015.”",,,,0.8442
173,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,45,"Fitch said it anticipates General Mills’ EBITDA to remain elevated at $3.8 billion in fiscal 2021 relative to pre-pandemic levels of $3.6 billion in fiscal 2019. However, as volume normalizes EBITDA is likely to return close to fiscal 2019 levels of $3.6 billion, Fitch said.",,,,0.0
175,https://www.bakingbusiness.com/articles/53209-fitch-downgrades-general-mills-outlook-to-negative,Fitch downgrades General Mills outlook to ‘negative’,33,"EBITDA margins, meanwhile, are forecast in the 21% to 21.5% range as General Mills’ ongoing investments in brands and cost inflation largely offset any benefits from the company’s cost reduction initiatives, Fitch said.",,,,0.3818
