id,link,title,text_length,text,aurora,OSDG,combined,sentiment
24,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,28,"As reported earlier, Ørsted first became aware of the problem earlier this year during an inspection after an outage at the Race Bank wind farm offshore the UK.",,,,-0.4019
28,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,40,"The issue occurs when the cable protection system (CPS) moves across the scour protection, the rocks placed on the seabed around the foundations to avoid seabed erosion, abrading the CPS and in the worst-case scenario causing the cables to fail.",['SDG_14'],,['SDG_14'],-0.6908
30,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,23,It appears now that the second layer of rock placed on top of the cables could have prevented the damage to the CPSs.,,,,-0.3182
32,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,51,"”For the first many wind farms we built we had another solution. First we had rocks around a monopile, then we had a cable coming out, and then we put rocks on top again,” Marianne Wiinholt, Ørsted’s Chief Financial Officer, said in a conference call about the company’s Q1 2021 results.",,,,0.4767
34,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,78,"”Then, together with the industry, we thought that there was a better solution, and therefore we did not put the additional second rock layer on top. That was believed to be the best solution and we used that for ten of our wind farms. We have now found out that this is not a good solution, so for the wind farms we are constructing now, Hornsea Two and Changhua 1 & 2a we are stabilising the cables again.”",,,,0.908
36,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,33,"When asked if this could be a generic problem for offshore wind operators and owners, Wiinholt said that the method where the inter-array cables were left unstabilised was adopted industry-wide at the time.",,,,-0.4019
38,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,43,Ørsted also added that the EUR 403 million price tag is the worst-case scenario and that the expected maximum expense covers both the rock installation work and the potential CPS and cable repairs and replacements that might occur across the ten wind farms.,,,,0.0
40,https://www.offshorewind.biz/2021/04/30/orsted-points-at-possible-reason-for-eur-403-million-cable-problem/,Ørsted Points to Possible Reason for EUR 403 Million Cable Problem,34,The remediation will be carried out in two phases. Phase one involves stabilisation of the CPSs by adding another layer of rock protection to prevent further degradation and will be carried out during 2021.,,,,-0.5106
45,https://www.windpowermonthly.com/article/1709080/orsted-sells-%E2%82%AC14bn-transmission-assets-worlds-largest-wind-farm,Ørsted sells €1.4bn transmission assets for world’s largest wind farm,20,Mitsubishi-led JV has bought transmission assets for the UK's Hornsea One wind farm – the world’s largest operational offshore site,,,,0.1779
52,https://www.renewableenergymagazine.com/wind/rsted-signs-ppas-with-pepsico-for-20210114,Ørsted Signs PPAs with PepsiCo for Nebraska and Texas Wind Farms,33,PepsiCo Inc. has signed two agreements with Ørsted to purchase a portion of energy from the 298 MW Haystack wind project in Nebraska and the 367 MW Western Trail wind project in Texas.,,,,0.4939
54,https://www.renewableenergymagazine.com/wind/rsted-signs-ppas-with-pepsico-for-20210114,Ørsted Signs PPAs with PepsiCo for Nebraska and Texas Wind Farms,53,"""We're excited to partner with PepsiCo in their efforts to decarbonize their operations,"" said Vishal Kapadia, Senior Vice President and Chief Commercial Officer for Ørsted Onshore. ""These PPAs at Western Trail and Haystack are another demonstration of our ability to provide customized solutions across multiple geographies to support achievement of corporate sustainability ambitions.""",['SDG_9'],,['SDG_9'],0.8176
56,https://www.renewableenergymagazine.com/wind/rsted-signs-ppas-with-pepsico-for-20210114,Ørsted Signs PPAs with PepsiCo for Nebraska and Texas Wind Farms,100,"""Sourcing renewable electricity is a critical step in our journey to more than double our science-based climate goal, reducing absolute greenhouse gas emissions by more than 40% by 2030 across our value chain, and our pledge to achieve net-zero emissions by 2040, one decade earlier than called for in the Paris Agreement,"" said Roberta Barbieri, Vice President, Global Sustainability, PepsiCo. ""We're proud to partner with Ørsted on two new wind projects in Texas and Nebraska this year, which will address nearly a quarter of our total U.S. electricity needs and help grow new renewable energy generation capacity in the country.""","['SDG_9', 'SDG_11', 'SDG_13']",['SDG_7'],"['SDG_11', 'SDG_13', 'SDG_9', 'SDG_7']",0.7906
57,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,57,"BOSTON, March 29, 2021 /PRNewswire/ -- Ørsted, the global leader in offshore wind development, announced today that it has signed a Memorandum of Agreement (MOA) with NOAA to share physical and biological information and data in Ørsted-leased waters subject to U.S. jurisdiction. The agreement is the first of its kind between an offshore wind developer and NOAA.",['SDG_6'],,['SDG_6'],0.9001
59,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,98,"NOAA, a division of the U.S. Department of Commerce, provides the country with weather, water, and climate data, as well as forecasts and warnings for the protection of life and property, the sustainable management of the nation's marine fisheries and conservation of protected resources, and enhancement of the national economy. Ørsted relies on collected data from the waters it leases to be used in the analysis, development, construction, and operation of the company's offshore projects. The data Ørsted collects and shares will contribute to NOAA's data analysis efforts, which will translate into lifesaving information supporting America's coastal resilience.","['SDG_6', 'SDG_9', 'SDG_12', 'SDG_13', 'SDG_14', 'SDG_17']",,"['SDG_6', 'SDG_12', 'SDG_9', 'SDG_17', 'SDG_13', 'SDG_14']",0.7845
61,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,75,"""Ørsted believes in making a concerted effort to work with all stakeholders to grow key learnings and work from a complete data set to better protect our planet,"" said David Hardy, CEO Ørsted Offshore North America. ""Climate change is a reality, and we are proud to work with NOAA to provide crucial information and to demonstrate how our industry can be stewards of our oceans while providing American individuals and businesses with clean, renewable energy.""","['SDG_9', 'SDG_13']",,"['SDG_13', 'SDG_9']",0.9186
63,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,42,"The data Ørsted collects, and will share under this MOA, is used for environmental site characterization to inform project development. Ørsted's contributions are meant to support NOAA's mission to understand and predict changes in climate, weather, oceans, living marine resources, and coasts.","['SDG_13', 'SDG_14']",,"['SDG_13', 'SDG_14']",0.5994
65,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,63,"""This partnership with industry is delivering data Americans use for business, science, and education, while at the same time mitigating effects of climate change,"" said Ben Friedman, NOAA's acting administrator. ""Our ocean, coastal, and Great Lakes resources are critical to national security and well-being, and NOAA is pleased to work with willing partners to understand and maximize the potential of these national assets.""","['SDG_4', 'SDG_13']",,"['SDG_4', 'SDG_13']",0.7964
81,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,66,"Offshore wind energy is poised to provide significant environmental and economic benefits for the United States. The nation's needs for secure and sustainable energy require quality data and science to better understand and predict the ecological, economic, and societal consequences of particular energy choices, as well as the effectiveness of strategies for minimizing environmental impacts and maximizing energy efficiency, particularly in waters subject to U.S. jurisdiction.","['SDG_9', 'SDG_13', 'SDG_15']",,"['SDG_13', 'SDG_9', 'SDG_15']",0.9702
83,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,47,"As part of the agreement, NOAA will share its publicly available data with Ørsted. Together, these data and information resources will be used to plan and ensure the effective deployment, sustainable operation and maintenance, and the efficient use of weather-dependent and oceanic renewable energy technologies and infrastructure.","['SDG_7', 'SDG_9', 'SDG_12']",,"['SDG_12', 'SDG_9', 'SDG_7']",0.9325
85,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,50,"In addition to direct data share, Ørsted will identify further opportunities with NOAA's Technology Partnership Office to foster preeminent science and technological innovation that can support NOAA and the Department of Commerce's goals to stimulate sustainable growth in the U.S. blue economy. The MOA will run through Sep. 30, 2025.",['SDG_9'],,['SDG_9'],0.9118
89,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,50,The Ørsted vision is a world that runs entirely on green energy. Ørsted ranks as the world's most sustainable energy company in Corporate Knights' 2021 Global 100 index of the most sustainable corporations and is recognized on the CDP Climate Change A List as a global leader on climate action.,"['SDG_9', 'SDG_13']",,"['SDG_13', 'SDG_9']",0.6934
91,https://www.prnewswire.com/news-releases/orsted-and-noaa-sign-industry-first-data-sharing-agreement-301257744.html,Ørsted and NOAA Sign Industry First Data Sharing Agreement,88,"In the United States, Ørsted operates the Block Island Wind Farm, America's first offshore wind farm, and constructed the two-turbine Coastal Virginia Offshore Wind pilot project – the first turbines to be installed in federal waters. Ørsted has secured over 2,900 megawatts of additional capacity through five projects in the Northeast and Mid-Atlantic. Ørsted Offshore's North American business is jointly headquartered in Boston, Massachusetts and Providence, Rhode Island and employs more than 150 people. To learn more visit us.orsted.com or follow us on Facebook, Instagram and Twitter (@OrstedUS).",,,,0.3818
102,https://www.offshorewind.biz/2021/03/23/orsted-charters-first-two-windflex-27-ctvs/,Ørsted Charters First Two WINDFLEX-27 CTVs,22,"Opus Marine GmbH has acquired two WINDFLEX-27 Crew Transfer Vessels, Valkyrie and Wotan, which will start working with Ørsted in Taiwan shortly.",,,,0.0
104,https://www.offshorewind.biz/2021/03/23/orsted-charters-first-two-windflex-27-ctvs/,Ørsted Charters First Two WINDFLEX-27 CTVs,22,"The CTVs were designed by Incat Crowther and built as stock vessels by Penguin Shipyard, a unit of Singapore-based Penguin International Limited.",,,,-0.2263
108,https://www.offshorewind.biz/2021/03/23/orsted-charters-first-two-windflex-27-ctvs/,Ørsted Charters First Two WINDFLEX-27 CTVs,35,"The WINDFLEX-27 is a development within Incat Crowther’s Sea Sherpa design portfolio. In addition to European flag state compliance, Incat Crowther’s Sea Sherpa designs are fully compliant with US, Taiwan and Japanese flag state requirements.",,,,0.0
112,https://www.offshorewind.biz/2021/03/23/orsted-charters-first-two-windflex-27-ctvs/,Ørsted Charters First Two WINDFLEX-27 CTVs,47,The vessel features two working decks. A large working deck forward can accommodate up to 4 x 10ft containers or 2 x 20 ft and is equipped with a deck crane. The aft deck can accommodate a 10ft container. Both decks feature multiple tie-down points for flexibility.,,,,0.34
114,https://www.offshorewind.biz/2021/03/23/orsted-charters-first-two-windflex-27-ctvs/,Ørsted Charters First Two WINDFLEX-27 CTVs,36,"Inside the main cabin is a large wet room with multiple showers, toilets and lockers. The main deck passenger space is large and open, with forward visibility, seating up to 24 personnel in business class seats.",,,,0.0
116,https://www.offshorewind.biz/2021/03/23/orsted-charters-first-two-windflex-27-ctvs/,Ørsted Charters First Two WINDFLEX-27 CTVs,30,"The upper deck features an elevated wheelhouse with commanding views over the bow for safe transfer operations. Behind the wheelhouse is a crew space with mess, bathroom and twin cabin.",,,,0.1027
120,https://www.offshorewind.biz/2021/03/23/orsted-charters-first-two-windflex-27-ctvs/,Ørsted Charters First Two WINDFLEX-27 CTVs,51,"Valkyrie and Wotan, the first two WINDFLEX-27 CTVs built by Penguin Shipyard, are powered by quad Scania DI16 077M, with each engine producing 662kW. Propulsion is via quad Hamilton 521 waterjets, enabling the vessel to achieve speeds of up to 30 knots. The waterjets utilize Hamilton’s JETanchor system fitted as standard.",,,,0.0
123,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",28,"Ten new companies have joined the AquaVentus offshore wind-to-hydrogen project, including offshore wind developers Ørsted, Equinor, and WindMW, as well as the offshore construction company Royal Boskalis Westminster.",,,,0.2732
125,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",32,"The AquaVentus consortium, which is developing a massive project revolving around green hydrogen production powered by 10 GW of offshore wind installed in the North Sea, now counts 50 companies and organisations.",,,,0.0
127,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",43,"In the latest group, the initiative also welcomed the certification company DNV, the engineering specialist Offshore Wind Technologies (OWT), the seamless steel pipe manufacturer Vallourec, the German Research Center for Artificial Intelligence (DFKI), the consultancy company Buckstay, and the logistics service provider Karlsson.",,,,0.6705
129,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",51,"From January until mid-March, eight companies have joined the consortium, including the offshore wind developer EnBW and Linde – a hydrogen production, transport, storage and distribution company. EDF’s hydrogen-oriented subsidiary Hynamics, Brunsbüttel Ports, and the maritime service provider EMS have also been part of the AquaVentus consortium since early this year.",,,,0.0
131,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",61,"AquaVentus comprises numerous sub-projects along the value chain from the production of hydrogen in the North Sea to transport to customers on the mainland. The projects include the development of offshore wind farms with integrated hydrogen generation (AquaPrimus), a large-scale offshore hydrogen park (AquaSector), a central supply pipeline (AquaDuctus), port infrastructures (AquaPortus), a research platform (AquaCampus), and hydrogen-based maritime applications (AquaNavis).",['SDG_14'],,['SDG_14'],0.34
133,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",35,"Under the first sub-project, AquaPrimus, the consortium plans to install two 14 MW wind turbines, each with an electrolyser plant on its foundation platform. The wind turbines would be installed off Mukran, Sassnitz by 2025.",,,,0.0
135,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",33,"This April, project partners Shell, RWE, GASCADE, and Gasunie signed a declaration of intent to further intensify their collaboration on AquaDuctus, with a feasibility study planned as the next step for the project.",,,,0.0
137,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",20,"Related Article Posted: 7 days ago Shell, RWE & Co Move Forward with German OW-to-H2 Project Posted: 7 days ago",,,,0.0
139,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",28,"The AquaVentus project was launched last year by some of the biggest players in offshore wind, including RWE, Shell, Siemens Gamesa, MHI Vestas, Parkwind, Vattenfall, and Northland Power.",,,,0.128
141,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",41,"The project’s offshore wind farms, with a total capacity of 10 GW, would be built between the Heligoland island and the Dogger Bank sandbank by 2035, and the electricity they generate would be used to produce hydrogen at offshore electrolysis plants.",,,,0.0
143,https://www.offshorewind.biz/2021/05/03/equinor-orsted-boskalis-join-aquaventus-offshore-wind-to-hydrogen-project/,"Equinor, Ørsted, Boskalis Join AquaVentus Offshore Wind-to-Hydrogen Project",38,"From there, hydrogen would be transported to Heligoland and further to the German mainland via the AquaDuctus pipeline system. Some of the hydrogen stored at the AquaPortus in the Heligoland outer port would be used to power vessels.",,,,0.0
146,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,26,A high-powered wind power consortium has won EC backing to demonstrate and investigate a combined wind turbine and electrolyser system designed to operate in marine environments.,,['SDG_7'],['SDG_7'],0.5859
148,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,23,The consortium behind the Oyster project got the backing through the European Commission's Fuel Cells and Hydrogen 2 Joint Undertaking (FCH2-JU) public-private partnership.,['SDG_17'],,['SDG_17'],0.0258
150,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,25,The funds will pay for a feasibility study into combining an offshore wind turbine with an electrolyser as well as transporting renewable hydrogen to shore.,,,,0.1779
152,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,36,"A consortium spokesperson explained that the project partners aim to develop and test a shoreside trial of a MW-scale marinised electrolyser. Key aspects will be designing for water desalination, corrosion resistance, and reduced footprint, they added.",['SDG_12'],,['SDG_12'],0.0
154,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,33,The partners will then use the trial results to inform design exercises for full-scale systems. This will focus on an extended jacket foundation and platform to house the electrolyser and balance of plant.,,,,0.0
160,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,70,"Anders Christian Nordstrøm, vice president and head of Ørsted's hydrogen activities, said: “To create a world that runs entirely on green energy, we need to electrify as much as we can. However, some sectors cannot decarbonise through electrification and that's where renewable hydrogen could play a significant role. Offshore hydrogen production could be a future, supplemental way of getting large amounts of energy generated from offshore wind power to shore.”",,['SDG_7'],['SDG_7'],0.8413
164,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,22,"For offshore hydrogen production to reach its potential, compact electrolysis systems that can withstand harsh offshore environments are needed, the consortium stated.",,,,-0.4215
168,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,24,"The compact design of the electrolyser system will mean it can be integrated with a single offshore wind turbine, to follow its output production.",,,,0.0
172,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,27,"Michael Dolman, associate director at Element Energy, said: “There is growing interest in transporting renewable energy in the form of hydrogen, particularly for sites far from shore.""",,,,0.7845
174,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,31,"Consortium members want to produce hydrogen from offshore wind that can compete with natural gas with a realistic carbon tax, a development that could potentially unlock bulk markets for green hydrogen.",,['SDG_7'],['SDG_7'],0.4215
184,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,20,"The FCH2-JU receives support from the European Union's Horizon 2020 research and innovation programme, Hydrogen Europe, and Hydrogen Europe Research.",,,,0.6486
186,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,22,"It is a public-private partnership supporting research, technological development, and demonstration (RTD) activities in fuel cell and hydrogen energy technologies in Europe.","['SDG_14', 'SDG_17']",,"['SDG_17', 'SDG_14']",0.6597
188,https://www.windpowermonthly.com/article/1704019/eu-backs-orsted-siemens-gamesas-offshore-wind-powered-hydrogen-study,EU backs Ørsted and Siemens Gamesa's offshore wind-powered hydrogen study,43,"Bart Biebuyck, executive director, Fuel Cells and Hydrogen Joint Undertaking (FCH JU), said the Oyster project is among a number of electrolysis systems being looked at to develop an offshore-specific electrolyser for green hydrogen that can be generated in a “harsh offshore environment”.",,,,0.0772
