id,link,title,text length,text
40,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,68,"Payments are reported at project level except that payments that are not attributable to a specific project are reported at entity level. Project is defined as operational activities which are governed by a single contract, licence, lease, concession or similar legal agreement, and form the basis for payment liabilities with a government. If such agreements are substantially interconnected, those agreements are to be treated as a single project."
42,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,73,"“Substantially interconnected” means forming a set of operationally and geographically integrated contracts, licences, leases or concessions or related agreements with substantially similar terms that are signed with a government giving rise to payment liabilities. Such agreements can be governed by a single contract, joint venture, production sharing agreement, or other overarching legal agreement. Indicators of integration include, but are not limited to, geographic proximity, the use of shared infrastructure and common operational management."
50,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,59,These are the host government’s share of production in the reporting period derived from projects operated by Shell. This includes the government’s share as a sovereign entity or through its participation as an equity or interest holder in projects within its sovereign jurisdiction (home country). Production entitlements arising from activities or interests outside of its home country are excluded.
52,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,37,"In certain contractual arrangements, typically a production sharing contract, a government through its participation interest may contribute funding of capital and operating expenditure to projects, from which it derives production entitlement to cover such funding (cost recovery)."
56,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,36,"In situations where a government settles Shell’s income tax obligation on behalf of Shell by utilising its share of production entitlements (typically under a tax-paid concession), such amount will be deducted from the reported production entitlement."
60,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,43,"These are taxes paid by Shell on its income, profits or production (which include resource severance tax, and petroleum resource rent tax), including those settled by a government on behalf of Shell under a tax-paid concession. Payments are reported net of refunds. Consumption"
66,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,26,"These are payments for the rights to extract oil and gas resources, typically at a set percentage of revenue less any deductions that may be taken."
70,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,43,"These are dividend payments other than dividends paid to a government as an ordinary shareholder of an entity unless paid in lieu of production entitlements or royalties. For the year ended December 31, 2020, there were no reportable dividend payments to a government."
74,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,33,"These are payments for bonuses. These are usually paid upon signing an agreement or a contract, or when a commercial discovery is declared, or production has commenced, or production has reached a milestone."
78,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,57,"These are fees and other sums paid as consideration for acquiring a licence for gaining access to an area where extractive activities are performed. Administrative government fees that are not specifically related to the extractive sector, or to access to extractive resources, are excluded. Also excluded are payments made in return for services provided by a government."
82,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,41,"These are payments which relate to the construction of infrastructure (road, bridge or rail) not substantially dedicated for the use of extractive activities. Payments which are a social investment in nature, for example building of a school or hospital, are excluded."
88,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,46,"When Shell makes a payment directly to a government arising from a project, regardless of whether Shell is the operator, the full amount paid is disclosed even where Shell as the operator is proportionally reimbursed by its non-operating venture partners through a partner billing process (cash-call)."
90,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,30,"When a national oil company is the operator of a project to whom Shell makes a reportable payment, which is distinguishable in the cash-call, it is included in this Report."
94,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,55,"Payments are reported on cash basis. In-kind payments are converted to an equivalent cash value based on the most appropriate and relevant valuation method for each payment, which can be at cost or market value or such value as stated in the contract. In-kind payments are reported in both volumes and the equivalent cash value."
102,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,25,Payments made in currencies other than US Dollars are translated for this Report based on the foreign exchange rate at the relevant quarterly average rate.
104,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,233,"Report on Payments to Governments [1] Government Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Countries: Europe Bulgaria – – – – 155,178 – 155,178 Italy – – 67,954,715 – – – 67,954,715 Norway 1,331,302,546 466,790,641 – – 1,458,483 – 1,799,551,670 United Kingdom – -106,582,465 – – 7,474,783 – -99,107,681 Asia Brunei Darussalam – 34,964,254 – – – – 34,964,254 China 6,087,616 – 985,661 – – – 7,073,278 India 297,362 895,096 3,831,968 – – – 5,024,426 Kazakhstan 424,125,000 81,973,208 – – – – 506,098,208 Malaysia 1,839,465,462 56,121,040 362,561,665 – 15,000,000 – 2,273,148,167 Oman – 1,058,167,544 – 1,000,000 400,000 – 1,059,567,544 Philippines 457,129,760 99,551,668 – – – – 556,681,428 Qatar 546,327,260 491,523,750 – – – – 1,037,851,010 Thailand – 304,944 – – – – 304,944 Oceania Australia – 2,261,769 67,711,786 – 14,582,602 1,692,530 86,248,685 Africa Egypt – 34,744,632 – 14,998,260 240,000 – 49,982,892 Nigeria 2,277,898,173 440,398,429 446,926,575 – 78,000,342 – 3,243,223,518 Tunisia – 33,277,974 21,559,113 – – – 54,837,087 North America Canada – –2,701,310 14,360,567 – 3,536,885 – 15,196,142 Mexico – – – – 35,564,591 – 35,564,591 United States – 53,787,917 612,934,421 – 48,370,516 – 715,092,854 South America Argentina – – 21,846,119 – 459,455 – 22,305,574 Bolivia – – – – 1,574,770 – 1,574,770 Brazil 12,138,272 8,035,627 550,812,951 – 985,852,635 – 1,556,839,485 Trinidad and Tobago 62,884,045 13,904,002 2,284,658 – 9,501,505 – 88,574,210 Total 6,957,655,496 2,767,418,719 2,173,770,199 15,998,260 1,202,171,745 1,692,530 13,118,706,948"
108,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,70,"Bulgaria Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: MINISTRY OF ENERGY OF THE REPUBLIC OF BULGARIA – – – – 155,178 – 155,178 Total – – – – 155,178 – 155,178 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: KHAN KUBRAT – – – – 155,178 – 155,178 Total – – – – 155,178 – 155,178"
110,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,24,"[1] For the definitions of any terms used in this chart (e.g. activities and payment types), please refer to pages 1-2 of the Report."
112,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,133,"Italy Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: BASILICATA REGION (VDA) – – 37,806,512 – – – 37,806,512 CALVELLO MUNICIPALITY – – 1,064,170 – – – 1,064,170 GRUMENTO NOVA MUNICIPALITY – – 608,097 – – – 608,097 MARSICO NUOVO MUNICIPALITY – – 456,073 – – – 456,073 VIGGIANO MUNICIPALITY – – 4,218,674 – – – 4,218,674 TESSORERIA PROVINICIALE DELLO STATO – – 23,497,140 – – – 23,497,140 MARSICOVETERE MUNICIPALITY – – 152,024 – – – 152,024 MONTEMURRO MUNICIPALITY – – 152,024 – – – 152,024 Total – – 67,954,715 – – – 67,954,715 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: ITALY UPSTREAM ASSET – – 67,954,715 – – – 67,954,715 Total – – 67,954,715 – – – 67,954,715"
116,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,135,"Norway Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: OLJEDIREKTORATET – – – – 1,458,483 – 1,458,483 PETORO AS 785,580,079 [A] – – – – – 785,580,079 SKATTE OG AVGIFTSREGNSKAP – 465,771,439 – – – – 465,771,439 SKATTEOPPKREVEREN I SOLA – 1,019,202 – – – – 1,019,202 EQUINOR ASA 545,722,467 [B] – – – – – 545,722,467 Total 1,331,302,546 466,790,641 – – 1,458,483 – 1,799,551,670 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: ORMEN LANGE 1,331,302,546 [C] – – – – – 1,331,302,546 GAUPE – – – – 542,692 – 542,692 NORWAY EXPLORATION PROJECTS – – – – 915,792 – 915,792 Entity level payment: A/S NORSKE SHELL – 466,790,641 – – – – 466,790,641 Total 1,331,302,546 466,790,641 – – 1,458,483 – 1,799,551,670"
126,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,157,"United Kingdom Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: OIL AND GAS AUTHORITY – – – – 7,175,363 – 7,175,363 HM REVENUE AND CUSTOMS – –106,582,465 – – – – -106,582,465 THE CROWN ESTATE SCOTLAND – – – – 299,420 – 299,420 Total – -106,582,465 – – 7,474,783 – -99,107,681 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: BRENT AND OTHER NORTHERN NORTH SEA PROJECTS – -73,042,801 – – 508,815 – -72,533,986 ONEGAS WEST – – – – 1,964,754 – 1,964,754 UK EXPLORATIONS PROJECTS – – – – 624,774 – 624,774 UK OFFSHORE OPERATED – -12,189,657 – – 895,709 – -11,293,949 UK OFFSHORE NON-OPERATED – – – – 263,839 – 263,839 WEST OF SHETLAND NON-OPERATED – – – – 126,954 – 126,954 Entity level payment: SHELL U.K. LIMITED – -21,350,006 – – 3,089,939 – -18,260,067 Total – -106,582,465 – – 7,474,783 – -99,107,681"
130,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,72,"Brunei Darussalam Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: MINISTRY OF FINANCE AND ECONOMY – 34,964,254 – – – – 34,964,254 Total – 34,964,254 – – – – 34,964,254 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Entity level payment: SHELL DEEPWATER BORNEO LIMITED – 34,964,254 – – – – 34,964,254 Total – 34,964,254 – – – – 34,964,254"
134,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,81,"China Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: CHINA NATIONAL PETROLEUM CORPORATION 6,087,616 [A] – – – – – 6,087,616 SHAANXI PROVINCE OFFICE OF STATE – – 985,661 [B] – – – 985,661 Total 6,087,616 – 985,661 – – – 7,073,278 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: CHANGBEI 6,087,616 [C] – 985,661 [D] – – – 7,073,278 Total 6,087,616 – 985,661 – – – 7,073,278"
146,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,45,"India Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: CENTRAL BOARD OF EXCISE AND CUSTOMS – – 751,456 – – – 751,456 INCOME TAX DEPARTMENT – 895,096 – – – – 895,096 PAY AND ACCOUNTS OFFICER, MINISTRY OF"
148,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,66,"PETROLEUM AND NATURAL GAS 297,362 – 3,080,513 – – – 3,377,874 Total 297,362 895,096 3,831,968 – – – 5,024,426 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: PANNA MUKTA 297,362 – 3,831,968 – – – 4,129,330 Entity level payment: BG EXPLORATION AND PRODUCTION INDIA LIMITED – 895,096 – – – – 895,096 Total 297,362 895,096 3,831,968 – – – 5,024,426"
152,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,79,"Kazakhstan Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: WEST KAZAKHSTAN TAX COMMITTEE – 81,973,208 – – – – 81,973,208 STATE REVENUE AUTHORITY OF BURLINSK 424,125,000 [2] – – – – – 424,125,000 Total 424,125,000 81,973,208 – – – – 506,098,208 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: KARACHAGANAK 424,125,000 [2] 81,973,208 – – – – 506,098,208 Total 424,125,000 81,973,208 – – – – 506,098,208"
156,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,56,"[2] We are the joint operator of the onshore Karachaganak oil and condensate field (Shell interest 29.25%), where we have a license to the end of 2037. In December 2020, we successfully settled a long-running contractual dispute with the Republic about the profit share between the parties. Shell’s share of the settlement amount is $424 million."
158,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,205,"Malaysia Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: KETUA PENGARAH HASIL DALAM NEGERI – 56,121,040 – – – – 56,121,040 PETROLIAM NASIONAL BERHAD 986,665,405 [A] – -28,666,823 – 15,000,000 – 972,998,582 PETRONAS CARIGALI SDN BHD (KL) 852,800,057 [B] – – – – – 852,800,057 MALAYSIA FEDERAL AND STATE GOVERNMENT – – 391,228,489 [C] – – – 391,228,489 Total 1,839,465,462 56,121,040 362,561,665 – 15,000,000 – 2,273,148,167 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: SABAH DW NOV – – 299,947 – – – 299,947 SABAH GAS – NOT OPERATED – 18,393,033 560,875 – – – 18,953,908 SABAH INBOARD AND DEEPWATER OIL 813,180,450 [D] -10,842,175 221,799,012 [E] – – – 1,024,137,286 SARAWAK OIL AND GAS 1,026,285,012 [F] 41,774,366 139,901,832 [G] – 15,000,000 – 1,222,961,210 Entity level payment: SABAH SHELL PETROLEUM COMPANY LIMITED – 2,014,001 – – – – 2,014,001 SARAWAK SHELL BERHAD – 1,213,697 – – – – 1,213,697 SHELL ENERGY ASIA LIMITED – 879,901 – – – – 879,901 SHELL OIL & GAS (MALAYSIA) LLC – 519,716 – – – – 519,716 SHELL SABAH SELATAN SDN. BHD. – 2,168,501 – – – – 2,168,501 Total 1,839,465,462 56,121,040 362,561,665 – 15,000,000 – 2,273,148,167"
162,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,23,"[A] Includes payment in kind of $363,377,839 for 29,999 KBOE valuated at fixed price and $623,287,566 for 12,864 KBOE valuated at market price."
164,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,23,"[B] Includes payment in kind of $385,143,488 for 31,749 KBOE valuated at fixed price and $467,656,569 for 9,876 KBOE valuated at market price."
166,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,23,"[C] Includes payment in kind of $128,869,361 for 10,633 KBOE valuated at fixed price and $262,359,128 for 5,463 KBOE valuated at market price."
168,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,23,"[D] Includes payment in kind of $73,524 for 17 KBOE valuated at fixed price and $813,106,926 for 16,423 KBOE valuated at market price."
170,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,23,"[E] Includes payment in kind of -$6,556 for -2 KBOE valuated at fixed price and $218,757,014 for 4,466 KBOE valuated at market price."
172,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,23,"[F] Includes payment in kind of $748,447,803 for 61,731 KBOE valuated at fixed price and $277,837,209 for 6,318 KBOE valuated at market price."
174,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,23,"[G] Includes payment in kind of $128,875,917 for 10,634 KBOE valuated at fixed price and $43,602,114 for 997 KBOE valuated at market price."
176,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,91,"Oman Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: OMAN – MINISTRY OF FINANCE – 1,058,167,544 – 1,000,000 400,000 – 1,059,567,544 Total – 1,058,167,544 – 1,000,000 400,000 – 1,059,567,544 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: BLOCK 6 CONCESSION – 1,058,167,544 – – – – 1,058,167,544 Entity level payment: BLOCK 42 CONCESSION – – – – 150,000 – 150,000 BLOCK 55 CONCESSION – – – 1,000,000 250,000 – 1,250,000 Total – 1,058,167,544 – 1,000,000 400,000 – 1,059,567,544"
180,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,88,"Philippines Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: BUREAU OF INTERNAL REVENUE – 99,551,668 – – – – 99,551,668 DEPARTMENT OF ENERGY 385,117,761 – – – – – 385,117,761 PNOC EXPLORATION CORPORATION 72,011,999 – – – – – 72,011,999 Total 457,129,760 99,551,668 – – – – 556,681,428 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: SC 38 MALAMPAYA GAS 457,129,760 99,551,668 – – – – 556,681,428 Total 457,129,760 99,551,668 – – – – 556,681,428"
184,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,62,"Qatar Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: QATAR PETROLEUM 546,327,260 491,523,750 – – – – 1,037,851,010 Total 546,327,260 491,523,750 – – – – 1,037,851,010 Project Reports (in USD) Taxes Royalties Bonuses Fees Infrastructure Improvements Total Projects: PEARL GTL 546,327,260 491,523,750 – – – – 1,037,851,010 Total 546,327,260 491,523,750 – – – – 1,037,851,010"
188,https://finance.yahoo.com/news/royal-dutch-shell-plc-report-090000632.html,ROYAL DUTCH SHELL PLC – REPORT ON PAYMENTS TO GOVERNMENT FOR THE YEAR 2020,73,"Thailand Government Reports (in USD) [1] Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Governments: REVENUE DEPARTMENT – 304,944 – – – – 304,944 Total – 304,944 – – – – 304,944 Project Reports (in USD) Production Entitlement Taxes Royalties Bonuses Fees Infrastructure Improvements Total Entity level payment: SHELL INTEGRATED GAS THAILAND PTE. LIMITED – THAILAND BRANCH – 304,944 – – – – 304,944 Total – 304,944 – – – – 304,944"
