id,page,bbox,text_length,text,aurora,OSDG,combined,sentiment
55,page 4 of ../pdf/shell.pdf,"(56.69300079345703, 487.7327880859375, 298.06103515625, 529.228759765625)",41,"The pandemic caused severe disruption to the global economy and people’s livelihoods, and along with this came a fall in energy demand and carbon dioxide emissions. It led to a renewed focus on the way society interacts with the natural world. ",,,,-0.0258
56,page 4 of ../pdf/shell.pdf,"(56.69300079345703, 537.7327880859375, 298.22900390625, 569.228759765625)",37,"In 2020, Shell spent a lot of time looking at what we do in society and how we contribute. We refreshed our business strategy and, when we announced it in February 2021, we called it Powering Progress. ",,,,0.4215
57,page 4 of ../pdf/shell.pdf,"(56.69300079345703, 577.7327880859375, 288.80499267578125, 629.228759765625)",53,"Powering Progress sets out our goals for powering lives and livelihoods, and respecting nature by protecting the environment. It lays out how we believe Shell can and must play a role as the world accelerates towards a future of zero- and lower-carbon energy. It is designed to integrate sustainability with our business strategy. ","['SDG_9', 'SDG_15']",,"['SDG_9', 'SDG_15']",0.886
58,page 4 of ../pdf/shell.pdf,"(56.69300079345703, 637.2847900390625, 298.8130187988281, 689.228759765625)",50,"NET-ZERO EMISSIONS ENERGY BUSINESS We have set a target to transform into a net-zero emissions energy business by 2050, in step with society. This supports the more ambitious goal to tackle climate change in the UN Paris Agreement: to limit the rise in average global temperature to 1.5 degrees Celsius. ",['SDG_13'],,['SDG_13'],0.919
59,page 4 of ../pdf/shell.pdf,"(56.69300079345703, 697.7327880859375, 295.7890625, 749.228759765625)",49,"Becoming a net-zero emissions energy business means that we are reducing emissions from our operations, and from the fuels and other energy products we sell to our customers. It also means capturing and storing emissions safely underground using technology or balancing them with natural carbon sinks such as forests. ",,,,0.836
60,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 297.7327880859375, 551.6738891601562, 369.2287902832031)",69,"We have set short-, medium- and long-term targets to reduce the carbon intensity of the energy products we sell, and have tied the short-term targets to our staff incentive structure. This includes lowering emissions from our operations, including the energy consumed in running them. It also includes the emissions from oil and gas that others produce and we then sell in our energy products – an industry- leading approach. ",,,,0.7003
61,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 377.7327880859375, 549.4899291992188, 409.2287902832031)",34,"And in another first for the industry, we will offer shareholders an advisory vote on our energy transition strategy at our Annual General Meeting. We will do this every three years, starting in 2021. ",['SDG_7'],,['SDG_7'],0.2732
62,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 417.7327880859375, 543.98583984375, 449.2287902832031)",34,"More than 90% of Shell’s emissions come from the use of the energy products we sell, so we will help our customers cut their emissions by selling products that have the lowest environmental impact. ",['SDG_13'],,['SDG_13'],0.0935
63,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 457.7327880859375, 551.5777587890625, 489.2287902832031)",26,"In 2020, we continued to invest in low- and lower-carbon products that customers are going to need increasingly: biofuels, electric-vehicle charging networks, hydrogen and renewable power. ",['SDG_7'],,['SDG_7'],-0.2732
64,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 497.7327880859375, 541.1939697265625, 539.228759765625)",33,We will work with customers and sectors to develop cleaner energy alternatives. It will require technologies and fuel solutions as well as government policies and regulations to help customers make lower- carbon choices. ,['SDG_9'],,['SDG_9'],0.7269
65,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 547.7327880859375, 551.634033203125, 599.228759765625)",54,"Some sectors will be very hard to decarbonise. Aviation is one. Shell has an extensive aircraft refuelling network. We can work with customers and suppliers to develop a profitable market for sustainable aviation fuel. In 2020, we signed a deal with Amazon Air to supply up to six million gallons of sustainable aviation fuel. ",['SDG_9'],,['SDG_9'],0.4417
66,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 607.2847900390625, 539.8900756835938, 659.228759765625)",37,RESPECTING NATURE For many years we have followed guiding principles and standards that seek to protect the environment. Now we are stepping up our environmental ambitions and shaping them to contribute to the UN Sustainable Development Goals. ,"['SDG_9', 'SDG_15']",,"['SDG_9', 'SDG_15']",0.7603
67,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 667.7327880859375, 546.5220947265625, 709.228759765625)",43,"For example, we are working to keep waste from our operations to a minimum and run our operations and supply chains so they can contribute to a circular economy. This means designing materials and products that can be more easily reused and recycled. ",,['SDG_12'],['SDG_12'],-0.0276
68,page 4 of ../pdf/shell.pdf,"(310.3940124511719, 717.7327880859375, 543.6979370117188, 749.228759765625)",34,"We cannot lose focus for a second when trying to protect the environment. We must continue to take action to prevent and deal with oil spills, including work to reduce operational spills. In Nigeria, ",,,,0.607
76,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 126.11577606201172, 297.7889709472656, 198.05978393554688)",67,"POWERING LIVES We power millions of lives by providing energy for homes, businesses and transport, for cooking, heating and lighting. We power lives by paying taxes, boosting local economies and developing people. We also do this by helping achieve universal access to clean, affordable energy. Our ambition, by 2030, is to provide reliable electricity to 100 million consumers in emerging markets who do not yet have it. ","['SDG_7', 'SDG_9', 'SDG_11']",,"['SDG_7', 'SDG_11', 'SDG_9']",0.8591
77,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 206.56378173828125, 298.50103759765625, 278.0597839355469)",88,"In 2020, the death of George Floyd and its aftermath underscored society’s problem with racism. Shell is part of society, and while we may have made advances in diversity and inclusion over the years, we have to acknowledge that we can do much better. For Shell, for me and the Executive Committee, these events have led us to seek a deeper personal exposure to racial injustice in Shell. We cannot take a stand in society, nor be a force for good, if we do not first fix ourselves. ",,,,-0.8625
78,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 286.56378173828125, 283.7010498046875, 338.0597839355469)",50,"In 2020, we launched a global Diversity and Inclusion Council for Race, which I sponsor. The council aims to build on our actions to advance diversity in our workforce so it better reflects communities where we work and from which we draw talent. We will report publicly on our progress. ",,,,0.8511
79,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 346.56378173828125, 294.1169738769531, 398.0597839355469)",53,"We are making advances in gender equality. At the end of 2020, the proportion of women in senior leadership positions at Shell was 27.8%, an increase from 26.4% in 2019. We aim to achieve 30% representation of women in these positions by the end of 2021, 35% by 2025 and 40% by 2030. ",['SDG_9'],,['SDG_9'],0.3182
80,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 406.11578369140625, 298.5329895019531, 448.0597839355469)",36,"OUR CORE VALUES We must live by our core values of honesty, integrity and respect for people and maintain our focus on safety. This includes our commitment to doing business in an ethical and transparent way. ",,,,0.971
81,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 456.56378173828125, 284.02899169921875, 488.0597839355469)",32,"In 2020, we began what will be a multi-year refresh of our safety approach. It places greater emphasis on increasing the chances of people emerging unhurt even if there is an incident. ",,,,0.7269
82,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 496.56378173828125, 294.4369201660156, 538.0597534179688)",39,"It requires people to be open to learn, both from things that went well and from their mistakes, and to confidently share ideas and concerns with colleagues. We are also adopting a simpler set of industry- standard life-saving rules. ",,,,0.5994
83,page 5 of ../pdf/shell.pdf,"(56.69300079345703, 546.5637817382812, 296.18902587890625, 588.0597534179688)",45,"In 2020, there were zero fatal accidents in Shell-operated facilities for the first time in our history. Staff demonstrated an extra level of vigilance in a very difficult year. I want this achievement to spur us on so that we keep working hard on safety. ",,,,-0.6838
85,page 5 of ../pdf/shell.pdf,"(310.3940124511719, 96.56377410888672, 552.4100952148438, 148.05978393554688)",59,"We continue to work hard to raise standards in this area, learning from our own experiences and from others. In March 2021, we were pleased that Shell and four former employees were acquitted in a long-running trial in Milan related to a Nigerian oil block called OPL 245. But the case has been a difficult learning experience for us. ",,,,-0.2263
86,page 5 of ../pdf/shell.pdf,"(310.3940124511719, 156.56378173828125, 551.4100341796875, 218.05978393554688)",65,"In 2020, we developed a new decision-making framework to ensure that everyone at Shell continues to make ethical decisions in line with our code of conduct. The framework, which has been externally reviewed, will help staff to think through, in a structured way, the legal, ethical and external consequences of the decisions they face in their daily work. We are launching the framework in 2021. ",,,,0.9081
87,page 5 of ../pdf/shell.pdf,"(310.3940124511719, 226.56378173828125, 552.281982421875, 298.0597839355469)",78,"And we are being more transparent about what we do and why we do it. In 2019, we were one of the first companies to conduct a review of industry associations to check alignment with our climate policies. In April 2021, we published our third report on this subject. In late 2020, we published our second annual Tax Contribution Report, which sets out the corporate income tax that Shell companies paid in countries and locations around the world. ",['SDG_13'],,['SDG_13'],0.0
88,page 5 of ../pdf/shell.pdf,"(310.3940124511719, 306.56378173828125, 550.2261352539062, 388.0597839355469)",73,"So we are taking action and we are making progress. This Sustainability Report shows how we are achieving this progress. Once again, I would like to thank the members of the independent Report Review Panel, who help us provide balanced, relevant and responsive reporting. We are a founding member of the UN Global Compact and we continue to support its corporate governance principles on human rights, environmental protection, anti-corruption and better labour practices. ","['SDG_9', 'SDG_12', 'SDG_15', 'SDG_16']",,"['SDG_9', 'SDG_12', 'SDG_15', 'SDG_16']",0.9607
89,page 5 of ../pdf/shell.pdf,"(310.3940124511719, 396.56378173828125, 549.4739990234375, 438.0597839355469)",45,"In 2020, the COVID-19 pandemic changed the world and people’s lives in ways we could never have imagined. It was a tough year for everyone. It was a tough year for Shell, but also a year when we set a clear path for our future. ",['SDG_3'],,['SDG_3'],0.4404
90,page 5 of ../pdf/shell.pdf,"(310.3940124511719, 446.56378173828125, 550.697998046875, 518.0597534179688)",78,"We will take firm and transformative steps to address the carbon dioxide emissions from our operations and from the energy products we sell so that we can become a net-zero emissions energy business. We will work with our customers to develop the low-carbon markets of the future. A major reorganisation, which we announced in 2020 and which takes effect from August 2021, will make us more responsive to customers. We shall be a nimbler organisation with lower costs. ",,,,0.5849
91,page 5 of ../pdf/shell.pdf,"(310.3940124511719, 526.5637817382812, 544.5778198242188, 568.0597534179688)",43,"We will continue to step up in other areas, to respect nature, power lives and livelihoods through our products and activities, and by supporting a more inclusive society. We must remain true to our core values and sustain a relentless focus on safety. ",['SDG_16'],,['SDG_16'],0.9371
100,page 6 of ../pdf/shell.pdf,"(56.69300079345703, 130.11578369140625, 294.636962890625, 192.05978393554688)",49,"SUSTAINABILITY AT SHELL Powering Progress is our strategy to accelerate the transition of our business to net-zero emissions, in step with society, purposefully and profitably. It delivers value for our shareholders, customers and wider society, and integrates our long-standing commitment to contribute to sustainable development with our business strategy. ","['SDG_9', 'SDG_17']",,"['SDG_9', 'SDG_17']",0.8555
101,page 6 of ../pdf/shell.pdf,"(56.69300079345703, 200.56378173828125, 298.49298095703125, 242.05978393554688)",38,"This commitment has been part of the Shell General Business Principles since 1997. These principles, together with our Code of Conduct, apply to the way we do business and to our conduct with the communities where we operate. ",,,,0.3818
102,page 6 of ../pdf/shell.pdf,"(56.69300079345703, 250.56378173828125, 296.5570068359375, 282.0597839355469)",31,"We aim to provide more and cleaner energy solutions in a responsible manner – in a way that balances short- and long-term interests, and that integrates economic, environmental and social considerations. ",,,,0.8096
103,page 6 of ../pdf/shell.pdf,"(66.61399841308594, 438.2718200683594, 287.4383544921875, 455.59332275390625)",23,We believe the rising standard of living of a growing global population will continue to drive demand for energy for years to come. ,,,,0.3182
104,page 6 of ../pdf/shell.pdf,"(56.69300079345703, 470.9208068847656, 298.04498291015625, 532.4168090820312)",57,"Today, we continue to build on these foundations while driving change across the organisation to help society meet its most pressing challenges, including those related to climate change, the environment, diversity and inclusion, and human rights. We seek the views of various groups and individuals about the role of an organisation like Shell in addressing these challenges. ",['SDG_13'],,['SDG_13'],0.7474
105,page 6 of ../pdf/shell.pdf,"(56.69300079345703, 540.9208374023438, 294.0930480957031, 572.4168090820312)",27,"Powering Progress, announced in February 2021, has four main goals in support of our purpose – to power progress together by providing more and cleaner energy solutions: ",,,,0.907
107,page 6 of ../pdf/shell.pdf,"(57.270999908447266, 603.9208374023438, 294.7249755859375, 635.4168090820312)",22,▪ Achieving net-zero emissions in step with society: working with our customers and other sectors to accelerate the transition to net-zero emissions; ,,,,0.0
115,page 6 of ../pdf/shell.pdf,"(310.3940124511719, 250.308837890625, 551.2739868164062, 281.8048400878906)",33,"Powering Progress is underpinned by our core values of honesty, integrity and respect for people and our focus on safety. These include our commitment to doing business in an ethical and transparent way. ",,,,0.9686
116,page 6 of ../pdf/shell.pdf,"(310.3940124511719, 290.308837890625, 545.8499755859375, 331.8048400878906)",35,"We will also continue to work in close partnership with, and consider the views of, others, including non-governmental organisations, industry bodies, national oil and gas companies, our customers and wider society. Read more at www.shell.com/powering-progress ",,,,0.0
117,page 6 of ../pdf/shell.pdf,"(310.3940124511719, 339.86083984375, 552.666015625, 371.8048400878906)",21,UN Sustainable Development Goals We will play our part in helping governments and societies achieve the UN Sustainable Development Goals (SDGs). ,['SDG_9'],,['SDG_9'],0.5574
119,page 6 of ../pdf/shell.pdf,"(310.3940124511719, 410.308837890625, 550.6898193359375, 441.8048400878906)",25,"The actions we take as part of our Powering Progress strategy can help directly contribute to 13 of the SDGs, while indirectly contributing to others. ",['SDG_17'],,['SDG_17'],0.6705
121,page 6 of ../pdf/shell.pdf,"(310.3940124511719, 479.86083984375, 532.1619873046875, 511.8048400878906)",22,"EMBEDDING SUSTAINABILITY INTO PROJECTS Safety, the environment and communities are vital considerations when we plan, design and operate our projects and facilities. ","['SDG_9', 'SDG_15']",,"['SDG_9', 'SDG_15']",0.6124
122,page 6 of ../pdf/shell.pdf,"(310.3940124511719, 520.308837890625, 548.4338989257812, 561.8048095703125)",32,"The mandatory requirements in our Health, Safety, Security, Environment and Social Performance (HSSE & SP) Control Framework help to ensure projects and facilities are managed safely, responsibly and in a consistent way. ",['SDG_8'],,['SDG_8'],0.9186
124,page 6 of ../pdf/shell.pdf,"(310.3940124511719, 610.308837890625, 546.2020263671875, 681.8048095703125)",68,"We engage with communities and other stakeholders, such as customers and contractors, to discuss projects. We listen to concerns they might have as well as ideas so these can be addressed in the planning and design of our projects. This input helps us comply with relevant social and environmental regulations and align with international standards, such as those set by the World Bank and the International Finance Corporation. ",,['SDG_16'],['SDG_16'],0.7269
131,page 7 of ../pdf/shell.pdf,"(56.69300079345703, 284.4207763671875, 294.60498046875, 395.9167785644531)",104,"We train our project teams to embed sustainability into projects and aim to balance short- and long-term business interests. Specialists support our project teams in areas such as biodiversity, waste, air, energy and water management, and human rights, including indigenous peoples’ rights, cultural heritage and resettlement. This approach has meant, for example, that since construction started at the Shell-operated QGC natural gas project in Australia, only 34% of disturbance to endangered ecosystems, ecosystems of concern and essential habitats has occurred compared with what was initially predicted (see Biodiversity). Shell has a majority interest in QGC as a result of the BG acquisition in 2016. ","['SDG_6', 'SDG_9', 'SDG_11', 'SDG_15']",['SDG_11'],"['SDG_11', 'SDG_6', 'SDG_9', 'SDG_15']",0.7096
132,page 7 of ../pdf/shell.pdf,"(310.3940124511719, 96.56279754638672, 550.1460571289062, 198.05880737304688)",92,"We use our greenhouse gas (GHG) and energy management manual to evaluate options to improve our GHG intensity performance. Our planning process helps to guide our decisions on technology and whether to move ahead with a project. Our HSSE & SP Control Framework requires projects and facilities that produce more than 50,000 tonnes of GHG emissions a year to have a GHG and energy management plan. To assess the long-term financial viability of proposed projects or potential alternatives, we also consider potential costs associated with operational GHG emissions (see Greenhouse gas emissions). ",['SDG_13'],,['SDG_13'],0.8271
133,page 7 of ../pdf/shell.pdf,"(310.39404296875, 206.56280517578125, 546.2979125976562, 288.0588073730469)",69,"We work continually to improve the energy efficiency of our facilities. This includes monitoring electricity use, making equipment more efficient through regular and smart scheduling of maintenance, and using more renewable energy sources. For example, in 2020, we invested in new furnaces for our Moerdijk petrochemicals complex in the Netherlands to reduce energy consumption and GHG emissions by around 10% compared with 2019 (see Energy efficiency in our operations). ",['SDG_7'],['SDG_7'],['SDG_7'],0.9589
134,page 7 of ../pdf/shell.pdf,"(310.39404296875, 296.56280517578125, 551.218017578125, 338.0588073730469)",35,"We have also started to collaborate with communities on district heating, which involves distributing heated water from a central plant around a region via insulated pipes. We also use co-generation power plants at our projects. ",,,,0.0
135,page 7 of ../pdf/shell.pdf,"(310.39404296875, 346.56280517578125, 550.0659790039062, 398.0588073730469)",47,"We aim to work with contractors and suppliers that are economically, environmentally and socially responsible. We seek to contribute to the development of local economies in the regions where we operate by creating jobs, boosting skills and sourcing from local suppliers (see Supply chain and Local content). ",,,,0.7096
139,page 7 of ../pdf/shell.pdf,"(60.059600830078125, 570.9517211914062, 167.79225158691406, 614.9734497070312)",21,"Conduct baseline studies of the  local environment (e.g. water,   biodiversity and social livelihoods)  and consider how the project may  affect it ",,,,0.0
148,page 8 of ../pdf/shell.pdf,"(56.69300079345703, 96.11577606201172, 298.6849365234375, 158.05978393554688)",53,PERFORMANCE HIGHLIGHTS This table represents a selection of global metrics that we track within Shell. These metrics have been selected because they reflect the direct impact of Shell companies’ operations on people and the environment. We used them to set our goals and measure progress in 2020 and to define priorities for 2021. ,,,,0.4215
149,page 8 of ../pdf/shell.pdf,"(310.3940124511719, 96.56377410888672, 546.8578491210938, 168.05978393554688)",67,"We review our metrics regularly to ensure we capture the information needed to improve our performance. We introduced Goal Zero for personal safety at Shell in 2007. Since then, we have broadened the goal to aim for no harm to people and the environment. More information on our performance, definitions of the indicators and the referenced goals is provided in the environmental, social and safety data sections. ",,,,0.6597
153,page 8 of ../pdf/shell.pdf,"(138.8979949951172, 280.1388244628906, 252.92105102539062, 330.5898132324219)",24,Achieve total recordable case frequency (TRCF) – the number of injuries per million working hours – of 0.8 or below for employees and contractors. ,,,,0.0772
164,page 8 of ../pdf/shell.pdf,"(421.5229797363281, 260.01385498046875, 537.2679443359375, 310.5908508300781)",24,"▪ Continue deploying our refreshed approach to safety, with a more consistent focus on the way people, culture, equipment, work systems and processes interact. ",,,,0.4215
165,page 8 of ../pdf/shell.pdf,"(421.5229797363281, 313.01385498046875, 537.373046875, 363.5908508300781)",27,▪ Move from using our 12 Life- Saving Rules to the simplified set of nine Life-Saving Rules of the International Association of Oil & Gas Producers (IOGP). ,,,,0.0
166,page 8 of ../pdf/shell.pdf,"(421.5229797363281, 366.01385498046875, 534.468017578125, 466.5908508300781)",45,"▪ In road safety, continue to focus on effectively implementing proven practices across all our businesses, with an emphasis on improving the management of fuel transport in high-risk countries. Work with road transport contractors to increase the use of advanced technology to support safe driving. ",['SDG_11'],,['SDG_11'],0.9468
167,page 8 of ../pdf/shell.pdf,"(421.5229797363281, 469.01385498046875, 537.84912109375, 509.5908508300781)",20,▪ Improve our capabilities to learn from audit findings and investigations into incidents which have the potential to cause harm. ,,,,-0.1531
169,page 8 of ../pdf/shell.pdf,"(138.8979949951172, 562.8168334960938, 237.81507873535156, 613.267822265625)",20,Reduce the number of operational leaks to 115 or below (classified as “operational Tier 1 and 2 process safety events”). ,,,,0.4767
170,page 8 of ../pdf/shell.pdf,"(138.8979949951172, 622.6907958984375, 247.6850128173828, 693.267822265625)",35,"Since 2011, we have extended our ambition of Goal Zero to process safety. From 2017, we combined operational Tier 1 and 2 safety events when setting the target. Previously, we only used Tier 1 events. ",,,,0.6808
177,page 8 of ../pdf/shell.pdf,"(267.8739929199219, 636.7338256835938, 407.4189758300781, 677.3108520507812)",23,The number of Tier 1 and 2 operational process safety events decreased from 130 in 2019 to 103 in 2020 (see Safety performance). ,,,,0.7096
178,page 8 of ../pdf/shell.pdf,"(421.52301025390625, 542.6907958984375, 537.575927734375, 633.267822265625)",39,"▪ Continue to focus on asset integrity and quality of operational execution by, among other things, shifting attention to leading indicators to understand and measure success, embedding our Process Safety Fundamentals, and rolling out a group-wide asset management system. ",['SDG_9'],,['SDG_9'],0.9201
190,page 9 of ../pdf/shell.pdf,"(138.8979949951172, 223.00579833984375, 255.8679656982422, 273.5827941894531)",24,This target is measured using the Net Carbon Footprint metric and methodology. For more on how we calculate our Net Carbon Footprint visit www.shell.com/ncf ,['SDG_12'],,['SDG_12'],0.0
198,page 9 of ../pdf/shell.pdf,"(267.8739929199219, 227.04876708984375, 407.6540832519531, 277.6257629394531)",30,"Shell’s Net Carbon Footprint in 2020 was 75 grams of CO2 equivalent per megajoule, a 4% reduction from the previous year and a 5% reduction from the 2016 reference year. ",['SDG_12'],,['SDG_12'],0.0
200,page 9 of ../pdf/shell.pdf,"(421.52301025390625, 143.00579833984375, 536.72900390625, 193.5828094482422)",25,"▪ Continue taking steps to cut greenhouse gas (GHG) emissions from our existing oil and gas operations, and to avoid generating more in the future. ",['SDG_13'],,['SDG_13'],-0.5106
201,page 9 of ../pdf/shell.pdf,"(421.52301025390625, 196.00579833984375, 534.9370727539062, 246.5828094482422)",23,"▪ Increase the proportion of lower- carbon products such as natural gas, biofuels, electricity and hydrogen in the mix of products we sell. ",['SDG_7'],['SDG_7'],['SDG_7'],0.3818
202,page 9 of ../pdf/shell.pdf,"(421.52301025390625, 249.00579833984375, 535.6019287109375, 289.5827941894531)",21,▪ Work with our customers to help them address the GHG emissions they produce when they use products sold by us. ,,,,0.4019
213,page 9 of ../pdf/shell.pdf,"(267.8739929199219, 435.7257995605469, 409.50506591796875, 466.30279541015625)",21,Our upstream flaring decreased to 3.8 million tonnes of CO2 equivalent in 2020 from 5.9 million tonnes in 2019 (see Flaring). ,,,,0.0
215,page 9 of ../pdf/shell.pdf,"(421.52301025390625, 354.68280029296875, 532.3259887695312, 415.2597961425781)",27,"▪ Further embed the guiding principles for reducing methane emissions across the natural gas value chain, which Shell and seven other energy companies signed in November 2017. ",,['SDG_7'],['SDG_7'],0.7184
218,page 9 of ../pdf/shell.pdf,"(138.89801025390625, 530.3598022460938, 254.7550048828125, 590.9368286132812)",27,"For our Upstream and Integrated Gas facilities, achieve a GHG intensity of 0.162 tonnes or below of CO2 equivalent per tonne of hydrocarbon production available for sale. ",,,,0.0
