id,link,title,text length,text
81,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,41,Danish power company Ørsted has signed an agreement to divest 50% ownership stake in its 605MW Greater Changhua 1 Offshore Wind Farm in Taiwan to Quebec’s Caisse de dépôt et placement du Québec (CDPQ) and Taiwanese private equity fund Cathay PE.
83,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,17,"Among the two new partners, CDPQ will be acquiring a majority stake in the offshore wind farm."
85,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,29,"CDPQ executive vice-president and infrastructure head Emmanuel Jaclot said: “This investment in Taiwan, which represents an attractive market for CDPQ, allows us to further diversify our presence in Asia."
87,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,25,"“As an investor with vast experience in renewable energy, we seek this kind of greenfield opportunity to contribute to the transition towards a low‑carbon economy."
89,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,35,"“Working alongside our long-term partner, Ørsted, and experienced local investor, Cathay PE, we are proud to support the Greater Changhua 1 Offshore Wind Farm project, which will supply clean power to over 650,000 Taiwanese families.”"
91,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,41,"As per the terms of the agreement, the two partners will acquire 50% stake in the wind facility besides funding 50% of the payments under the engineering, procurement, and construction (EPC) contract, which encompasses the generation as well as transmission assets."
93,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,19,"The total value of the transaction is for approximately TWD75bn ($2.6bn), which will be paid during 2021 and 2022."
95,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,33,"Under the EPC contract, Ørsted will construct the Greater Changhua 1 Offshore Wind Farm as well as provide long-term operations and maintenance (O&M) services from its O&M base at the Port of Taichung."
97,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,45,Ørsted Offshore executive vice-president and CEO Martin Neubert said: “I’m delighted to welcome our long-term partner CDPQ and Cathay PE in Greater Changhua 1. It’s encouraging to once again see institutional investors playing an important role in the transition to renewable energy and low-emission economies.
99,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,19,“Today’s announcement also marks a milestone in successfully applying our partnership farm-down model in Asia-Pacific for the first time.”
101,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,39,"To fund this acquisition, the investors will be using a combination of equity and senior long-term debt facilities from 15 international and Taiwanese banks and two Taiwanese life insurance companies, with five export credit agencies providing lending and guarantees."
103,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,13,Completion of the divestment is subject to regulatory approval from the Taiwanese authorities.
105,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,32,"Greater Changhua 1 site is part of the 900MW Greater Changhua 1 & 2a Offshore Wind Farm, which is currently being constructed by Ørsted and is expected to be ready in 2022."
107,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,20,"Once operational, Greater Changhua 1 & 2a will be able to supply renewable energy to nearly one million Taiwanese households."
109,https://www.power-technology.com/news/orsted-offshore-wind/,Ørsted to divest 50% stake in Greater Changhua 1 Offshore wind farm,28,"Last month, Ørsted announced that it intends to develop South Korean offshore wind projects off the coast of Incheon City, with a potential capacity of up to 1.6GW."
110,https://www.offshorewind.biz/2021/03/17/orsted-picks-temporary-staff-supplier-for-german-offshore-wind-farms/,Ørsted Picks Temporary Staff Supplier for German Offshore Wind Farms,25,"Ørsted has awarded ERSG with a contract to supply temporary staff for its offshore wind farms in Germany, following a tender issued in September 2020."
112,https://www.offshorewind.biz/2021/03/17/orsted-picks-temporary-staff-supplier-for-german-offshore-wind-farms/,Ørsted Picks Temporary Staff Supplier for German Offshore Wind Farms,23,"The scope of work includes staff for offshore operations and logistics, commissioning, project management roles, QHSE, and engineering, separately for turbines and foundations."
114,https://www.offshorewind.biz/2021/03/17/orsted-picks-temporary-staff-supplier-for-german-offshore-wind-farms/,Ørsted Picks Temporary Staff Supplier for German Offshore Wind Farms,28,"It also includes temporary staff for O&M of the wind farms and covers supervisors, cables, electrical engineering, HV/MV, protection, SAP and control engineers on- and offshore, and commissioning."
116,https://www.offshorewind.biz/2021/03/17/orsted-picks-temporary-staff-supplier-for-german-offshore-wind-farms/,Ørsted Picks Temporary Staff Supplier for German Offshore Wind Farms,53,"“This is a huge achievement for the ERSG team, who put together a quality bid response to Ørsted,” said Nigel Wilson, Divisional Director at ERSG. “We are ecstatic to win across all lots tendered for and to continue our partnership and success of providing quality resources to Ørsted, having supported them since 2010.”"
118,https://www.offshorewind.biz/2021/03/17/orsted-picks-temporary-staff-supplier-for-german-offshore-wind-farms/,Ørsted Picks Temporary Staff Supplier for German Offshore Wind Farms,29,"In Germany, Ørsted currently operates the 312 MW Borkum Riffgrund 1, the 450 MW Borkum Riffgrund 2, and the 582 MW Gode Wind 1 & 2 offshore wind farms."
120,https://www.offshorewind.biz/2021/03/17/orsted-picks-temporary-staff-supplier-for-german-offshore-wind-farms/,Ørsted Picks Temporary Staff Supplier for German Offshore Wind Farms,26,"In 2017 and 2018, the company was awarded contracts for five further projects in the German North Sea with a combined capacity of around 1.14 GW."
122,https://www.offshorewind.biz/2021/03/17/orsted-picks-temporary-staff-supplier-for-german-offshore-wind-farms/,Ørsted Picks Temporary Staff Supplier for German Offshore Wind Farms,37,"Since then, the five wind farms have been bundled into two projects, the 242 MW Gode Wind 3, set to be commissioned in 2024, and the 900 MW Borkum Riffgrund 3, expected to follow a year later."
123,https://www.rechargenews.com/wind/orsted-led-recycling-project-lands-danish-funding-to-shred-old-approaches-and-blades/2-1-950806,Orsted-led recycling project lands Danish funding to 'shred' old approaches – and blades,13,Orsted-led recycling project lands Danish funding to 'shred' old approaches – and blades
125,https://www.rechargenews.com/wind/orsted-led-recycling-project-lands-danish-funding-to-shred-old-approaches-and-blades/2-1-950806,Orsted-led recycling project lands Danish funding to 'shred' old approaches – and blades,22,"DecomBlades initiative, which includes GE-owned LM Wind Power and OEMs Vestas and Siemens Gamesa, to tackle sustainable techniques for reprocessing composite materials"
126,https://www.reuters.com/article/us-orsted-power-usa-idUSKBN2AW1YU,Orsted agrees power supply deal with Target and Hormel from Nebraska wind farm,5,Slideshow ( 2 images )
128,https://www.reuters.com/article/us-orsted-power-usa-idUSKBN2AW1YU,Orsted agrees power supply deal with Target and Hormel from Nebraska wind farm,28,COPENHAGEN (Reuters) - Denmark’s Orsted on Thursday said it will deliver power to the retail chain Target and food company Hormel from its Nebraska wind farm Haystack Wind.
130,https://www.reuters.com/article/us-orsted-power-usa-idUSKBN2AW1YU,Orsted agrees power supply deal with Target and Hormel from Nebraska wind farm,14,Haystack Wind will be operational this year and deliver 298 megawatts (MW) of power.
132,https://www.reuters.com/article/us-orsted-power-usa-idUSKBN2AW1YU,Orsted agrees power supply deal with Target and Hormel from Nebraska wind farm,28,"Orsted, the world’s largest offshore wind farm developer, in January signed a deal with PepsiCo for the soft drink producer to purchase power from the Haystack Wind project."
133,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,25,Danish project operator Ørsted and Polish distribution company PGE Polska Grupa Energetyczna (PGE) have agreed to create a 50/50 construction and operation joint venture (JV).
135,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,14,The JV will oversee work on two offshore wind projects in the Baltic Sea.
137,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,18,"The two projects, namely Baltica 2 and 3, will have a total potential capacity of up to 2.5GW."
139,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,26,"Baltica 3 and Baltica 2 will have capacities of approximately 1GW and 1.5GW, respectively. The projects qualify for inclusion in Poland’s 2021 offshore wind allocation round."
141,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,16,Baltica 3 is the most advanced of the two projects and will come online in 2026.
143,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,24,A spokesperson for Ørsted said it will subscribe for new shares for 50% of the total share capital in PGE’s two offshore wind projects.
145,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,22,The subscription price for the newly issued shares in the two offshore wind facilities is said to be equivalent to $177m (zl657m).
147,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,21,Completion of the deal is subject to regulatory approval and expected to take place in the first quarter of this year.
149,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,24,Ørsted and PGE say they have established a framework that enables both parties to effectively integrate and leverage strengths and expertise from both sides.
151,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,14,Ørsted also aims to significantly expand its on-the-ground presence in Poland through the JV.
153,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,41,Ørsted chief commercial officer and deputy group CEO Martin Neubert said: “Poland is emerging as the front runner in offshore wind in the Baltic Sea and we are very excited to enter the Polish market with this joint venture with PGE.
155,https://www.power-technology.com/news/orsted-pge-joint-venture-baltic-sea/,Ørsted and PGE joint venture to develop offshore wind projects in Poland,32,“This transaction brings together Ørsted’s unparalleled track record in developing and constructing large-scale offshore wind farms with PGE’s extensive knowledge of and experience in the Polish energy market and its regulatory framework.”
156,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",16,Windpower Monthly takes a look at the new man in charge and the challenges he faces.
158,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",14,Ørsted has looked beyond the power sector in selecting outgoing CEO Henrik Poulsen’s successor.
160,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",34,"Mads Nipper leaves Danish pump manufacturer Grundfos after six years as the company’s CEO and group president, with Ørsted unveiling their next CEO as the developer increasingly feels the impacts of the coronavirus pandemic."
162,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",21,"During his Grundfos tenure, Nipper championed sustainability goals and oversaw continued profitability – likely attractive credentials for offshore wind giant Ørsted."
164,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",28,"However, the company also announced in September 2020 that it would cut about 600 jobs worldwide due to “changing customer needs”. It currently employs about 19,500 people worldwide."
166,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",31,"He also set ambitious sustainability targets last year – aiming for Grundfos to halve its carbon footprint and water consumption by 2025 (from 2008 levels), before becoming “climate positive” by 2030."
168,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",31,"To meet its ‘climate positive’ target, Nipper’s former company must not only have net-zero carbon emissions, but also remove additional carbon dioxide from the atmosphere by the end of the decade."
170,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",33,"This long-term vision and ambition aligns with Ørsted’s goals. His new company aims to reach carbon neutrality by 2025, before removing all carbon emissions across its supply chain and energy trading by 2040."
172,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",36,"A fan of AC/DC (the Australian rock band, not the electricity, necessarily) and Liverpool FC, Nipper will need to develop strategies for meeting these targets in the coming years, while getting to grips the energy sector."
174,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",51,"In a gushing LinkedIn post announcing his decision to join the Danish developer, Nipper nodded to Ørsted being named the world’s most sustainable company earlier this year by Corporate Knights and wrote with excitement about being “one of the catalysts driving change towards a world that runs entirely on renewable energy”."
176,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",2,Green credentials
178,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",33,"Within a year of Nipper starting as Grundfos' CEO, the pump manufacturer won an award at the UN’s 2015 Paris Climate Change Conference for helping to alleviate the challenges caused by climate change."
180,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",19,"Specifically, it was recognised for deploying solar-powered technology to provide people in Kenya and Uganda with clean drinking water."
182,https://www.windpowermonthly.com/article/1694160/orsteds-next-ceo-mads-nipper,"Who is Ørsted’s next CEO, Mads Nipper?",52,"And in 2016, Nipper addressed the UN on how Grundfos lived by the global body’s sustainability goals, telling the audience: “Sustainability and responsibility are not a department or a report. It is the very essence in every company, who wants to think ahead and accomplish something greater than just creating short-term profit.”"
