id,link,title,text_length,text,aurora,OSDG,combined,sentiment
159,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,44,"The jobs will be added over the next two years and will be part of a plan to renovate and expand the Nestle plant by 90,000 square feet, according to a Wednesday news release. Construction on the addition is expected to begin in January.",,,,0.3182
161,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,26,"Nestle employs about 750 full-time workers at the Jonesboro plant and produces frozen food products for brands including Stouffer's, Lean Cuisine, DiGiorno, Tombstone and Sweet Earth.",,,,0.4588
163,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,69,"""Consumers are embracing eating at home like never before and rediscovering the frozen category, an evolution brought on by the pandemic that is showing signs of taking hold for the long term,"" Mike Mahon, factory manager at the Jonesboro plant, said in a statement. ""As we embrace the trend and plan for the future, we're excited to be investing in our Jonesboro factory to support our Hot Pockets business.""",,,,0.836
165,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,38,"This will be the first Hot Pockets line at the Jonesboro plant, said Nestle USA spokeswoman Dana Stambaugh in response to emailed questions. The new jobs will be full time with benefits, but no salary range was provided.",,,,-0.25
167,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,29,"Nestle USA opened the Jonesboro plant in 2002. Hot Pockets first hit store shelves in 1983, and the brand was acquired by Nestle in 2002, according to the company.",,,,0.0
169,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,60,"""Nestle's many successful years in Arkansas are a great testament to our business climate and the quality of our workforce, which has persuaded the company's leaders that Jonesboro is the perfect location for this expansion,"" Gov. Asa Hutchinson said in a statement. ""Success breeds success, which means we are going to see more great things from the Hot Pockets project.""",['SDG_9'],,['SDG_9'],0.9753
171,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,48,"The new jobs are added as Arkansas struggles with unemployment issues brought on by the covid-19 pandemic, but state experts say Arkansas' economy is showing some resilience. Last week, Arkansas' unemployment rate for November remained unchanged at 6.2%, a bit lower than the U.S. joblessness rate of 6.7%.",['SDG_3'],['SDG_8'],"['SDG_3', 'SDG_8']",-0.8537
173,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,69,"At the time, Michael Pakko, state economist with the Arkansas Economic Development Institute, said the pace of Arkansas' economic recovery had slowed, but is still better than the nation as a whole. Pakko's analysis indicates that by November, the state had regained nearly two-thirds of the initial job losses from February through April, while the nation has recovered just over half of the jobs lost in the same period.",,,,-0.3919
175,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,64,"In the Jonesboro Metropolitan Statistical Area, the workforce stood at 67,000 in October, the most recent data available from the U.S. Bureau of Labor Statistics, with 3,200 unemployed, for an unemployment rate of 4.8%. In February, before the covid 19 pandemic hit the state, the statistical area's unemployment rate stood at 3.2% and reached a high over the ensuing months of 8.9% in April.",['SDG_8'],['SDG_8'],['SDG_8'],-0.6597
177,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,43,"Arkansas has announced nearly 700 new jobs coming to the state next year, including about 180 in the manufacturing sector at Nice-Pak in Jonesboro. Amazon said recently that it would provide another 500 new jobs with a distribution center in North Little Rock.",,,,0.1779
179,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,56,"In response to emailed questions Wednesday, Chelsea O'Kelly, director of communications for the Arkansas Economic Development Commission, said Nestle USA received incentives, including the Advantage Arkansas Program, the Tax Back program, $700,000 in the Governor's Quick Action Closing Funds. She said the state also will be working with Nestle to provide reimbursements for eligible training expenditures.",,,,0.5106
181,https://www.arkansasonline.com/news/2020/dec/24/nestle-plant-expansion-to-add-100-jobs-in-state/,Nestle plant expansion to add 100 jobs in state,31,"Nestle USA says it is the nation's largest food and beverage company. Nestle USA has more than 200 locations in 34 states, including 68 manufacturing facilities, and employs about 36,000 people.",,,,0.0
182,https://www.prnewswire.com/news-releases/nestle-professional-commits-1-million-to-support-the-next-generation-of-restaurant-foodservice-and-hospitality-leaders-301239671.html,"Nestlé Professional Commits $1 Million to Support the Next Generation of Restaurant, Foodservice and Hospitality Leaders",38,"WASHINGTON, March 3, 2021 /PRNewswire/ -- The National Restaurant Association Educational Foundation (NRAEF) announced today Nestlé Professional has committed $1 million to support young people from all backgrounds pursuing a future in the restaurant, foodservice and hospitality industry.","['SDG_4', 'SDG_8']",,"['SDG_4', 'SDG_8']",0.5859
184,https://www.prnewswire.com/news-releases/nestle-professional-commits-1-million-to-support-the-next-generation-of-restaurant-foodservice-and-hospitality-leaders-301239671.html,"Nestlé Professional Commits $1 Million to Support the Next Generation of Restaurant, Foodservice and Hospitality Leaders",70,"Ohio ProStart Students at the Nestlé Professional Headquarters in Solon, Ohio. Students spent the visit touring the Nestlé Professional facilities, connecting with chefs, and learning about career pathways in the restaurant and foodservice industry. In 2019, Maryland ProStart Students participated in culinary training sessions and learned about nutrition, health and wellness from Nestlé Professional chefs at the National Restaurant Association and National Restaurant Association Educational Foundation Headquarters in Washington, D.C.",['SDG_4'],,['SDG_4'],0.4404
